time,x_kalman,y_kalman,z_kalman,x_lh,y_lh,z_lh,roll,pitch,yaw,motor.m1,motor.m2,motor.m3,motor.m4,rpm.m1,rpm.m2,rpm.m3,rpm.m4,controller.cmd_thrust,controller.cmd_roll,controller.cmd_pitch,controller.cmd_yaw
0.78,-0.01560965646058321,-0.016179652884602547,0.3254256546497345,0.0,0.0,0.0,-0.07283797860145569,9.495012283325195,-2.329763650894165,36658.0,43290.0,37628.0,39136.0,0,0,0,0,39382.84375,-1892.0,-3773.0,-2360.0
0.8,-0.009403390809893608,-0.01648866944015026,0.3299003839492798,0.0,0.0,0.0,-0.04324068874120712,9.609646797180176,-2.34525203704834,37035.0,43705.0,38277.0,39615.0,0,0,0,0,39823.1171875,-1789.0,-3879.0,-3222.0
0.82,-0.0038349551614373922,-0.016699057072401047,0.3340213894844055,0.0,0.0,0.0,-0.027123259380459785,9.660820007324219,-2.3530845642089844,36779.0,43433.0,39205.0,40995.0,0,0,0,0,40194.1171875,-155.0,-3026.0,-2073.0
0.84,0.00233252439647913,-0.016670139506459236,0.33972206711769104,0.0,0.0,0.0,-0.025881292298436165,9.553277969360352,-2.359161376953125,36326.0,43446.0,39466.0,40718.0,0,0,0,0,40062.609375,-1726.0,-3740.0,-2567.0
0.86,0.007334206718951464,-0.017495961859822273,0.3436158299446106,0.0,0.0,0.0,-0.023294471204280853,9.358783721923828,-2.3822240829467773,37288.0,44538.0,39184.0,40238.0,0,0,0,0,40436.484375,572.0,-1779.0,-2682.0
0.88,0.010419774800539017,-0.01721477508544922,0.3466683030128479,0.0,0.0,0.0,-0.1001068651676178,9.172585487365723,-2.3323357105255127,36565.0,46081.0,40619.0,39959.0,0,0,0,0,40849.75390625,-1462.0,-4496.0,-2279.0
0.9,0.013501533307135105,-0.01643316075205803,0.34984153509140015,0.0,0.0,0.0,-0.19956155121326447,8.85185718536377,-2.315294027328491,38688.0,46286.0,38446.0,40084.0,0,0,0,0,40872.89453125,-1234.0,-3248.0,-2297.0
0.92,0.0166548453271389,-0.016269372776150703,0.3537057042121887,0.0,0.0,0.0,-0.22988593578338623,8.50676155090332,-2.347804307937622,37595.0,44295.0,39767.0,41731.0,0,0,0,0,41051.078125,-2015.0,-3669.0,-2207.0
0.94,0.018644530326128006,-0.01575622707605362,0.35655564069747925,0.0,0.0,0.0,-0.23933430016040802,8.074323654174805,-2.3169775009155273,38462.0,45346.0,39134.0,41122.0,0,0,0,0,41060.0,-2043.0,-2554.0,-2308.0
0.96,0.019186755642294884,-0.016706041991710663,0.3596104383468628,0.0,0.0,0.0,-0.21210898458957672,7.641971111297607,-2.342647075653076,37344.0,45778.0,40264.0,40582.0,0,0,0,0,41036.921875,-1101.0,-3016.0,-2247.0
0.98,0.020106162875890732,-0.01647738181054592,0.3627764880657196,0.0,0.0,0.0,-0.21815568208694458,7.098379611968994,-2.352255344390869,37390.0,44868.0,39930.0,41644.0,0,0,0,0,40884.53515625,-1904.0,-2134.0,-2327.0
1.0,0.020817847922444344,-0.016258247196674347,0.3664120137691498,0.0,0.0,0.0,-0.23506537079811096,6.557339191436768,-2.3718421459198,38622.0,45434.0,38456.0,40708.0,0,0,0,0,41213.3046875,-1132.0,-4294.0,-2286.0
1.02,0.02059623785316944,-0.016115758568048477,0.36821186542510986,0.0,0.0,0.0,-0.282718688249588,5.974745273590088,-2.393326997756958,37935.0,45069.0,40095.0,41965.0,0,0,0,0,40958.03125,-1863.0,-1242.0,-2423.0
1.04,0.020164046436548233,-0.016328271478414536,0.37219545245170593,0.0,0.0,0.0,-0.3121325969696045,5.345155715942383,-2.330900192260742,39073.0,44241.0,38355.0,42367.0,0,0,0,0,40826.1015625,-596.0,-2402.0,-4039.0
1.06,0.01870076172053814,-0.016615156084299088,0.3751877248287201,0.0,0.0,0.0,-0.3402944505214691,4.7435688972473145,-2.3742809295654297,37880.0,44662.0,39320.0,41594.0,0,0,0,0,40768.390625,-1083.0,-1776.0,-2270.0
1.08,0.017649471759796143,-0.0164127629250288,0.3787367641925812,0.0,0.0,0.0,-0.37827959656715393,4.066380500793457,-2.4047138690948486,38300.0,44374.0,38824.0,41766.0,0,0,0,0,40575.85546875,-1506.0,-2391.0,-4043.0
1.1,0.01684805005788803,-0.01649617962539196,0.38343843817710876,0.0,0.0,0.0,-0.3733058273792267,3.4057719707489014,-2.4570693969726562,37275.0,45083.0,39437.0,40409.0,0,0,0,0,40460.08984375,-143.0,-4249.0,-2117.0
1.12,0.014762986451387405,-0.016202321276068687,0.385994017124176,0.0,0.0,0.0,-0.3983662724494934,2.778207778930664,-2.458799123764038,37259.0,44811.0,39003.0,40367.0,0,0,0,0,40275.44140625,784.0,-3069.0,-2211.0
1.14,0.01294710487127304,-0.015945671126246452,0.38971981406211853,0.0,0.0,0.0,-0.4309154152870178,2.182664632797241,-2.4424126148223877,38460.0,43604.0,37852.0,41356.0,0,0,0,0,40130.9375,1033.0,823.0,-2208.0
1.16,0.011585667729377747,-0.016897862777113914,0.3936695456504822,0.0,0.0,0.0,-0.4276828467845917,1.6013203859329224,-2.3959381580352783,37447.0,44577.0,38235.0,40049.0,0,0,0,0,40118.41796875,-1501.0,-376.0,-3442.0
1.18,0.01061639841645956,-0.015493749640882015,0.3985651731491089,0.0,0.0,0.0,-0.5469443202018738,0.9703391790390015,-2.448042392730713,37611.0,42461.0,37619.0,41277.0,0,0,0,0,40045.60546875,-733.0,-1551.0,-3997.0
1.2,0.008522680029273033,-0.014481005258858204,0.4021258056163788,0.0,0.0,0.0,-0.6372202634811401,0.45554909110069275,-2.531327247619629,37131.0,43559.0,38369.0,40277.0,0,0,0,0,39477.09375,-1107.0,-3634.0,-2138.0
1.22,0.008175760507583618,-0.01571325771510601,0.4073830842971802,0.0,0.0,0.0,-0.6031867265701294,-0.17294329404830933,-2.4521844387054443,36249.0,44181.0,38515.0,39099.0,0,0,0,0,39480.87109375,-582.0,-1610.0,-2208.0
1.24,0.006583213806152344,-0.016228610649704933,0.4112168252468109,0.0,0.0,0.0,-0.5295641422271729,-0.5963327288627625,-2.365704298019409,37041.0,42657.0,37593.0,40565.0,0,0,0,0,39465.90234375,-532.0,-2794.0,-2115.0
1.26,0.004819711670279503,-0.015922339633107185,0.4150218367576599,0.0,0.0,0.0,-0.4937347173690796,-0.8856067657470703,-2.348787784576416,35744.0,42674.0,36962.0,41880.0,0,0,0,0,39315.859375,188.0,-746.0,-1330.0
1.28,0.004001476801931858,-0.013831102289259434,0.42053988575935364,0.0,0.0,0.0,-0.5937474370002747,-1.223721981048584,-2.3477869033813477,36934.0,42348.0,37832.0,40210.0,0,0,0,0,39135.80078125,-2114.0,-4189.0,-1391.0
1.3,0.0035016462206840515,-0.014647405594587326,0.42552894353866577,0.0,0.0,0.0,-0.5585775971412659,-1.4943870306015015,-2.2470202445983887,36643.0,41923.0,37777.0,40269.0,0,0,0,0,39026.10546875,-1986.0,-2883.0,-1414.0
1.32,0.002774684689939022,-0.015041042119264603,0.429899662733078,0.0,0.0,0.0,-0.4978867769241333,-1.6414762735366821,-2.1930575370788574,37319.0,43257.0,37739.0,39045.0,0,0,0,0,39091.28125,-216.0,-154.0,-1248.0
1.34,0.003724588779732585,-0.01329761277884245,0.4339200258255005,0.0,0.0,0.0,-0.5289677381515503,-1.8336310386657715,-2.1356022357940674,36348.0,40564.0,38238.0,41378.0,0,0,0,0,39132.17578125,-44.0,-2468.0,-1869.0
1.36,0.002952868351712823,-0.012766879983246326,0.4373050034046173,0.0,0.0,0.0,-0.5309897065162659,-1.923012137413025,-2.0855214595794678,37637.0,42239.0,37493.0,40131.0,0,0,0,0,39375.47265625,-69.0,-149.0,-2284.0
1.38,0.002882793080061674,-0.01105452235788107,0.4402714669704437,0.0,0.0,0.0,-0.6079519391059875,-1.9451195001602173,-2.052680492401123,37187.0,43183.0,38127.0,39327.0,0,0,0,0,39456.484375,-909.0,-2490.0,-1758.0
1.4,0.0024871083442121744,-0.010354309342801571,0.4432538151741028,0.0,0.0,0.0,-0.5723925828933716,-1.889905571937561,-1.996469497680664,37036.0,42956.0,38678.0,39662.0,0,0,0,0,39583.54296875,-639.0,-287.0,-2736.0
1.42,0.005088521633297205,-0.010769052430987358,0.44700387120246887,0.0,0.0,0.0,-0.42058271169662476,-1.9113777875900269,-1.9693773984909058,37642.0,41450.0,38070.0,41246.0,0,0,0,0,39602.1171875,-1849.0,-1639.0,-1769.0
1.44,0.006133072543889284,-0.011272438801825047,0.4504711925983429,0.0,0.0,0.0,-0.2913311719894409,-1.8437751531600952,-1.9024741649627686,36750.0,42700.0,38544.0,39834.0,0,0,0,0,39457.1796875,-357.0,-1716.0,-3024.0
1.46,0.007584798615425825,-0.010245716199278831,0.453431636095047,0.0,0.0,0.0,-0.23715029656887054,-1.7578392028808594,-1.8880910873413086,36738.0,43444.0,38966.0,39424.0,0,0,0,0,39643.48046875,-560.0,-3739.0,-1782.0
1.48,0.008156955242156982,-0.009632481262087822,0.45592179894447327,0.0,0.0,0.0,-0.2064485102891922,-1.5219316482543945,-1.8438630104064941,36498.0,43218.0,39276.0,39876.0,0,0,0,0,39717.75390625,-990.0,-3366.0,-2373.0
1.5,0.009551660157740116,-0.00906837172806263,0.45769816637039185,0.0,0.0,0.0,-0.18828508257865906,-1.2325319051742554,-1.8209450244903564,38022.0,43728.0,38298.0,40000.0,0,0,0,0,40012.41015625,820.0,-3336.0,-1724.0
1.52,0.01042354479432106,-0.008467601612210274,0.4598279297351837,0.0,0.0,0.0,-0.1697995662689209,-0.9379361271858215,-1.787157416343689,37263.0,44153.0,40285.0,38639.0,0,0,0,0,40085.8359375,-1858.0,-2235.0,-1768.0
1.54,0.01132996752858162,-0.007863147184252739,0.46186119318008423,0.0,0.0,0.0,-0.15852393209934235,-0.6413425207138062,-1.7435786724090576,37571.0,42983.0,38867.0,40663.0,0,0,0,0,40021.125,-873.0,-1321.0,-2407.0
1.56,0.01365143246948719,-0.007625292520970106,0.46481695771217346,0.0,0.0,0.0,-0.09312435239553452,-0.44502291083335876,-1.7333183288574219,38540.0,41476.0,38768.0,41200.0,0,0,0,0,39996.140625,-142.0,-2114.0,-1802.0
1.58,0.014895777218043804,-0.007046648766845465,0.4668447971343994,0.0,0.0,0.0,-0.0686020776629448,-0.2140112966299057,-1.6966463327407837,38064.0,43022.0,39062.0,40100.0,0,0,0,0,40062.46484375,-558.0,-5636.0,-1823.0
1.6,0.016077779233455658,-0.0064255171455442905,0.46859535574913025,0.0,0.0,0.0,-0.0356428436934948,0.03077174536883831,-1.6701618432998657,36294.0,43150.0,40624.0,40176.0,0,0,0,0,40061.7421875,-684.0,-1690.0,-1811.0
1.62,0.01723787561058998,-0.005857065320014954,0.47048428654670715,0.0,0.0,0.0,-0.004659202881157398,0.3197895586490631,-1.6474415063858032,38644.0,42434.0,38244.0,40902.0,0,0,0,0,40056.703125,-490.0,-2557.0,-1629.0
