time,x_kalman,y_kalman,z_kalman,x_lh,y_lh,z_lh,roll,pitch,yaw,motor.m1,motor.m2,motor.m3,motor.m4,rpm.m1,rpm.m2,rpm.m3,rpm.m4,controller.cmd_thrust,controller.cmd_roll,controller.cmd_pitch,controller.cmd_yaw
5.84,0.5070335865020752,-0.0029872176237404346,0.5480023622512817,0.0,0.0,0.0,-0.25325140357017517,-0.12408186495304108,-0.2953692674636841,38934.0,44580.0,36744.0,40782.0,0,0,0,0,40316.46484375,-171.0,-2133.0,-2636.0
5.864,0.5097355246543884,-0.00129743164870888,0.5491582155227661,0.0,0.0,0.0,-0.35490405559539795,-0.12828472256660461,-0.3286900520324707,37153.0,43913.0,38463.0,41139.0,0,0,0,0,40210.76171875,-755.0,-865.0,-2339.0
5.883,0.5104176998138428,-0.001126839080825448,0.5490049719810486,0.0,0.0,0.0,-0.3774135708808899,-0.021738776937127113,-0.3369406461715698,38467.0,43021.0,37303.0,42057.0,0,0,0,0,40209.85546875,17.0,-3772.0,-2354.0
5.903,0.510901927947998,-0.0011514326324686408,0.548914909362793,0.0,0.0,0.0,-0.3435893654823303,0.0053069014102220535,-0.3444528877735138,36926.0,45224.0,38770.0,39936.0,0,0,0,0,40230.140625,-571.0,-3475.0,-2384.0
5.922,0.5110871195793152,-0.0012391444761306047,0.5488232970237732,0.0,0.0,0.0,-0.3172645568847656,0.07887590676546097,-0.36099159717559814,36506.0,44120.0,39734.0,40616.0,0,0,0,0,40250.44921875,68.0,-2894.0,-2665.0
5.942,0.5114614963531494,-0.0012240397045388818,0.548555850982666,0.0,0.0,0.0,-0.2508276700973511,0.25757619738578796,-0.3853609561920166,37422.0,43414.0,38492.0,41808.0,0,0,0,0,40241.0390625,-733.0,-2406.0,-2378.0
5.96,0.5118310451507568,-0.0012179813347756863,0.5485192537307739,0.0,0.0,0.0,-0.2604285478591919,0.3858422338962555,-0.3662537634372711,37973.0,44129.0,37661.0,41293.0,0,0,0,0,40295.609375,-1125.0,-419.0,-2393.0
5.981,0.512089729309082,-0.0011212814133614302,0.548213005065918,0.0,0.0,0.0,-0.238944411277771,0.49803152680397034,-0.3695565164089203,36029.0,44949.0,39887.0,40511.0,0,0,0,0,40361.76953125,-1854.0,-1732.0,-2454.0
6.0,0.512324869632721,-0.0010649432661011815,0.5478072762489319,0.0,0.0,0.0,-0.22265000641345978,0.5746705532073975,-0.38353580236434937,37428.0,44852.0,38368.0,40816.0,0,0,0,0,40382.390625,-2503.0,-137.0,-2459.0
6.021,0.5125026702880859,-0.0009236650075763464,0.5474379658699036,0.0,0.0,0.0,-0.17241212725639343,0.631500780582428,-0.39214324951171875,38648.0,44412.0,37274.0,41286.0,0,0,0,0,40411.87109375,-1064.0,-868.0,-2444.0
6.04,0.5129039883613586,-0.0008046174189075828,0.5475659966468811,0.0,0.0,0.0,-0.11429554224014282,0.6705722212791443,-0.40460363030433655,37445.0,43483.0,38967.0,41109.0,0,0,0,0,40275.4765625,45.0,-4476.0,-2446.0
6.061,0.5131411552429199,-0.0007438250468112528,0.5472225546836853,0.0,0.0,0.0,-0.04324883595108986,0.645562469959259,-0.3906814754009247,37166.0,43610.0,38630.0,41862.0,0,0,0,0,40325.0,-354.0,386.0,-2531.0
6.082,0.5132449865341187,-0.0007443000795319676,0.5465171933174133,0.0,0.0,0.0,-0.023371774703264236,0.7600626349449158,-0.423719584941864,36248.0,44242.0,39634.0,41324.0,0,0,0,0,40373.90625,-155.0,-2894.0,-2418.0
6.1,0.5132770538330078,-0.0007030033739283681,0.5463626980781555,0.0,0.0,0.0,-0.029756741598248482,0.7587124109268188,-0.4258040487766266,38107.0,43399.0,37645.0,42385.0,0,0,0,0,40397.68359375,338.0,-1658.0,-2528.0
6.12,0.5132943987846375,-0.0005957221146672964,0.5460413694381714,0.0,0.0,0.0,-0.019616639241576195,0.8026189208030701,-0.42605873942375183,37661.0,46049.0,38467.0,40071.0,0,0,0,0,40573.95703125,-920.0,-690.0,-2483.0
6.14,0.5130628347396851,-0.00041457757470197976,0.5450605154037476,0.0,0.0,0.0,0.004262221045792103,0.7627038955688477,-0.43747881054878235,39148.0,44700.0,37020.0,41436.0,0,0,0,0,40579.21875,-1257.0,-1468.0,-2567.0
6.16,0.5129631757736206,-0.0002707710664253682,0.5446324944496155,0.0,0.0,0.0,0.02949763461947441,0.7493354678153992,-0.43767163157463074,38986.0,44608.0,37172.0,41542.0,0,0,0,0,40477.5,-884.0,-707.0,-2538.0
6.18,0.5129095315933228,-0.00018709003052208573,0.5446869730949402,0.0,0.0,0.0,0.0848199650645256,0.7620425820350647,-0.446029394865036,38715.0,43667.0,37331.0,42143.0,0,0,0,0,40460.78515625,-1882.0,-2925.0,-2482.0
6.202,0.5127087235450745,-7.428422395605594e-05,0.5443509221076965,0.0,0.0,0.0,0.11229581385850906,0.724510133266449,-0.4502124786376953,36831.0,46249.0,39043.0,39777.0,0,0,0,0,40290.21484375,-312.0,-919.0,-2528.0
6.221,0.5127487778663635,-0.00028659921372309327,0.5447161793708801,0.0,0.0,0.0,0.13949930667877197,0.7202619314193726,-0.4496145248413086,36720.0,45066.0,38802.0,40580.0,0,0,0,0,40283.88671875,-1534.0,-747.0,-2591.0
6.24,0.5124506950378418,-0.00027961915475316346,0.5443989634513855,0.0,0.0,0.0,0.13232804834842682,0.7135290503501892,-0.45584550499916077,36662.0,44742.0,38740.0,41000.0,0,0,0,0,40346.8359375,-298.0,-1871.0,-2504.0
6.26,0.512043833732605,-0.00018266972620040178,0.5439432859420776,0.0,0.0,0.0,0.1218525692820549,0.6422061324119568,-0.4697670340538025,36948.0,44970.0,38714.0,40776.0,0,0,0,0,40359.44921875,-557.0,-1367.0,-2583.0
6.28,0.5116486549377441,-0.00013246129674371332,0.5436966419219971,0.0,0.0,0.0,0.09234209358692169,0.6257728934288025,-0.47051483392715454,36858.0,44614.0,38872.0,41144.0,0,0,0,0,40384.51953125,-326.0,-3553.0,-2539.0
6.301,0.5112302899360657,-0.00010719736746978015,0.5434455275535583,0.0,0.0,0.0,0.06972091645002365,0.5934222340583801,-0.47644877433776855,38988.0,43952.0,37044.0,41696.0,0,0,0,0,40424.3515625,-1563.0,-2129.0,-2481.0
6.32,0.5108202695846558,-0.0002947150496765971,0.5430732369422913,0.0,0.0,0.0,0.07539533078670502,0.5285942554473877,-0.478121280670166,37728.0,44454.0,38120.0,41422.0,0,0,0,0,40438.73828125,-1231.0,-1145.0,-2485.0
6.34,0.5102916955947876,-0.00028699749964289367,0.5427716374397278,0.0,0.0,0.0,0.11422423273324966,0.4285503923892975,-0.4713769853115082,37894.0,44782.0,38678.0,40942.0,0,0,0,0,40544.48828125,-949.0,-619.0,-2487.0
6.36,0.5096316337585449,-0.00045175934792496264,0.5420812368392944,0.0,0.0,0.0,0.11194758117198944,0.3532648980617523,-0.4528375566005707,37320.0,44508.0,39014.0,41222.0,0,0,0,0,40497.73046875,-725.0,-1594.0,-2542.0
6.38,0.5091269016265869,-0.0005752267898060381,0.5419577956199646,0.0,0.0,0.0,0.09813480079174042,0.2968175709247589,-0.4398500621318817,36456.0,45338.0,39536.0,40674.0,0,0,0,0,40674.640625,-1240.0,107.0,-2547.0
6.4,0.5083326101303101,-0.0006435794639401138,0.5410304069519043,0.0,0.0,0.0,0.0633259192109108,0.26508671045303345,-0.4401127099990845,36315.0,45685.0,40057.0,40667.0,0,0,0,0,40678.828125,-1391.0,-920.0,-2581.0
6.42,0.5077033638954163,-0.0006806551828049123,0.5406174063682556,0.0,0.0,0.0,0.028361467644572258,0.2198336124420166,-0.43871966004371643,38209.0,44867.0,38067.0,41565.0,0,0,0,0,40440.44140625,-101.0,-755.0,-2545.0
6.44,0.5071653723716736,-0.0008425108972005546,0.5410990715026855,0.0,0.0,0.0,0.028530603274703026,0.13099709153175354,-0.44779571890830994,36786.0,44628.0,39154.0,41136.0,0,0,0,0,40398.5625,-2241.0,-2422.0,-2524.0
6.46,0.5064778327941895,-0.0009315274655818939,0.5408646464347839,0.0,0.0,0.0,0.025709712877869606,0.041960958391427994,-0.44500380754470825,36964.0,43316.0,38798.0,42450.0,0,0,0,0,40378.87109375,-894.0,-867.0,-2516.0
6.48,0.506100594997406,-0.0008900610846467316,0.5415981411933899,0.0,0.0,0.0,0.039430394768714905,-0.028587082400918007,-0.44153887033462524,36508.0,44120.0,38840.0,41120.0,0,0,0,0,40139.59375,-880.0,-3656.0,-2492.0
6.5,0.5055716037750244,-0.0010573663748800755,0.5415346622467041,0.0,0.0,0.0,0.02658296376466751,-0.11809436231851578,-0.39609602093696594,37740.0,44184.0,37444.0,41140.0,0,0,0,0,40127.64453125,-587.0,-1331.0,-2650.0
6.521,0.5049250721931458,-0.001146999653428793,0.5414924621582031,0.0,0.0,0.0,-0.018852951005101204,-0.11458364874124527,-0.39327099919319153,37928.0,43468.0,37388.0,41992.0,0,0,0,0,40211.015625,-1428.0,-4191.0,-2559.0
6.54,0.5046506524085999,-0.0009297777432948351,0.5412160158157349,0.0,0.0,0.0,-0.07875636965036392,-0.18429414927959442,-0.4090315103530884,37509.0,45049.0,37839.0,40491.0,0,0,0,0,40243.4296875,-1279.0,-2361.0,-2584.0
6.56,0.5040683150291443,-0.000972543959505856,0.5411049723625183,0.0,0.0,0.0,-0.09398432821035385,-0.22134234011173248,-0.4150415062904358,35568.0,45722.0,39380.0,39526.0,0,0,0,0,40068.234375,-1402.0,-1086.0,-2614.0
6.58,0.5040412545204163,-0.001111517078243196,0.5419856905937195,0.0,0.0,0.0,-0.08929456025362015,-0.3015894293785095,-0.43669551610946655,36857.0,46027.0,38189.0,39487.0,0,0,0,0,40156.8515625,-1264.0,-437.0,-2633.0
6.6,0.5037011504173279,-0.0012275455519557,0.5417322516441345,0.0,0.0,0.0,-0.09821857511997223,-0.3653777837753296,-0.44592007994651794,37362.0,44832.0,37884.0,40726.0,0,0,0,0,40237.44140625,-1564.0,-503.0,-2664.0
6.62,0.5032750964164734,-0.0013121080119162798,0.5413586497306824,0.0,0.0,0.0,-0.07058493793010712,-0.3465839624404907,-0.457009494304657,36974.0,44270.0,38440.0,41420.0,0,0,0,0,40300.5390625,-2105.0,-418.0,-2613.0
6.64,0.5028768181800842,-0.0013682289281859994,0.5411136150360107,0.0,0.0,0.0,-0.06587360054254532,-0.34191253781318665,-0.4687642753124237,37900.0,44854.0,37424.0,41006.0,0,0,0,0,40418.40625,-568.0,-2072.0,-2546.0
6.66,0.5023969411849976,-0.0014156245160847902,0.5405374765396118,0.0,0.0,0.0,-0.058358825743198395,-0.38115108013153076,-0.4815742075443268,36815.0,45177.0,38989.0,40767.0,0,0,0,0,40450.234375,-1566.0,-2246.0,-2593.0
6.68,0.5020900964736938,-0.0013748108176514506,0.5402230620384216,0.0,0.0,0.0,-0.0740494653582573,-0.3833949565887451,-0.4991689920425415,37345.0,44445.0,38393.0,41661.0,0,0,0,0,40467.12109375,500.0,-3772.0,-2609.0
6.7,0.5017276406288147,-0.0014149295166134834,0.5399656891822815,0.0,0.0,0.0,-0.08980730175971985,-0.33631789684295654,-0.4914915859699249,37747.0,45493.0,37777.0,40479.0,0,0,0,0,40365.34375,-1248.0,-2064.0,-2558.0
6.72,0.5015877485275269,-0.0014219499425962567,0.5400661826133728,0.0,0.0,0.0,-0.11359856277704239,-0.3119913339614868,-0.5162535905838013,37800.0,43936.0,37580.0,42244.0,0,0,0,0,40395.1171875,-1188.0,-2167.0,-2627.0
6.74,0.5012274384498596,-0.001428350224159658,0.5394452810287476,0.0,0.0,0.0,-0.11623141914606094,-0.2874661386013031,-0.53331458568573,38013.0,44129.0,37497.0,42261.0,0,0,0,0,40481.33203125,-868.0,-928.0,-2738.0
6.76,0.5009629726409912,-0.0014342828653752804,0.539149820804596,0.0,0.0,0.0,-0.12651672959327698,-0.2903056740760803,-0.5334310531616211,36292.0,45770.0,39304.0,40586.0,0,0,0,0,40465.25,-916.0,-3421.0,-2758.0
6.78,0.5007897615432739,-0.0014752179849892855,0.5388502478599548,0.0,0.0,0.0,-0.11373024433851242,-0.2877867519855499,-0.5122712850570679,38141.0,44497.0,37051.0,41799.0,0,0,0,0,40371.03125,-732.0,-670.0,-2727.0
6.8,0.5007288455963135,-0.0015050196088850498,0.5390211939811707,0.0,0.0,0.0,-0.10006630420684814,-0.2481677532196045,-0.529349148273468,37664.0,44786.0,37620.0,41362.0,0,0,0,0,40349.96484375,-1884.0,-2632.0,-2704.0
6.82,0.5005279779434204,-0.0014924133429303765,0.5388135313987732,0.0,0.0,0.0,-0.07892297208309174,-0.24982714653015137,-0.5362919569015503,38386.0,43862.0,36918.0,42238.0,0,0,0,0,40521.27734375,-791.0,-2724.0,-2656.0
6.84,0.5001728534698486,-0.0014411171432584524,0.5379030108451843,0.0,0.0,0.0,-0.04110822454094887,-0.2544824779033661,-0.5375288724899292,37672.0,45244.0,38098.0,41086.0,0,0,0,0,40496.609375,-1720.0,-1062.0,-2703.0
6.86,0.4998832643032074,-0.0013642670819535851,0.5377516150474548,0.0,0.0,0.0,-0.032167211174964905,-0.20719358325004578,-0.5290824770927429,36866.0,43492.0,38678.0,42924.0,0,0,0,0,40526.40234375,-1181.0,-1001.0,-2771.0
6.88,0.49960726499557495,-0.001379910041578114,0.5374832153320312,0.0,0.0,0.0,-0.019599374383687973,-0.1685609370470047,-0.5012316703796387,37617.0,44179.0,37923.0,42373.0,0,0,0,0,40524.875,-1938.0,-2475.0,-2734.0
6.9,0.49941396713256836,-0.0013726059114560485,0.5372692346572876,0.0,0.0,0.0,-0.05910734832286835,-0.1622772514820099,-0.510942816734314,37080.0,44778.0,38570.0,41704.0,0,0,0,0,40531.203125,-1753.0,106.0,-2560.0
6.92,0.4993440806865692,-0.0013718419941142201,0.5374025702476501,0.0,0.0,0.0,-0.07332751154899597,-0.1546330600976944,-0.5052234530448914,38238.0,44496.0,37088.0,41854.0,0,0,0,0,40419.2109375,-2018.0,-2566.0,-2733.0
6.94,0.49914854764938354,-0.0013062127400189638,0.5371952056884766,0.0,0.0,0.0,-0.05924060195684433,-0.1461661458015442,-0.5086619853973389,37466.0,43882.0,37894.0,42426.0,0,0,0,0,40407.49609375,-349.0,-3042.0,-2683.0
6.96,0.4990089535713196,-0.0012585761724039912,0.5369908213615417,0.0,0.0,0.0,-0.05505352467298508,-0.15072764456272125,-0.5131370425224304,38133.0,45305.0,37213.0,40937.0,0,0,0,0,40401.0703125,-1045.0,-1037.0,-2742.0
6.98,0.4988982081413269,-0.0012150377733632922,0.5368341207504272,0.0,0.0,0.0,-0.05328258499503136,-0.17613326013088226,-0.5135693550109863,37284.0,44472.0,38110.0,41710.0,0,0,0,0,40397.0859375,-1030.0,-2551.0,-2778.0
7.0,0.4987557828426361,-0.0011723495554178953,0.5366427898406982,0.0,0.0,0.0,-0.03768089413642883,-0.17920418083667755,-0.5135448575019836,37016.0,44682.0,37922.0,41160.0,0,0,0,0,40196.05859375,-1072.0,-1780.0,-2732.0
7.02,0.4988209307193756,-0.001105960924178362,0.537314772605896,0.0,0.0,0.0,-0.025028333067893982,-0.1721489429473877,-0.5153853893280029,37327.0,45383.0,37675.0,40379.0,0,0,0,0,40249.5390625,-26497.0,-1883.0,-2999.0
7.04,0.49873119592666626,-0.001077922061085701,0.5366306900978088,0.0,0.0,0.0,-0.01913473568856716,-0.15283040702342987,-0.4936668276786804,45493.0,53021.0,29625.0,33169.0,0,0,0,0,40344.44140625,-8023.0,23.0,-3076.0
7.06,0.4986191391944885,-0.0010054009035229683,0.5362603664398193,0.0,0.0,0.0,-0.14018501341342926,-0.11806310713291168,-0.48134127259254456,35459.0,41569.0,39613.0,45007.0,0,0,0,0,40448.46484375,7036.0,-2294.0,-3153.0
7.08,0.4985094368457794,-0.0008365749381482601,0.5359764099121094,0.0,0.0,0.0,-1.7019126415252686,-0.21346692740917206,-0.4932565987110138,32589.0,39903.0,42459.0,46925.0,0,0,0,0,40578.328125,7105.0,-5198.0,-3404.0
7.1,0.49824899435043335,-0.0005524876760318875,0.5353264212608337,0.0,0.0,0.0,-4.5325822830200195,-0.2467266172170639,-0.5382188558578491,32738.0,44062.0,41990.0,43422.0,0,0,0,0,40492.19140625,-689.0,-6169.0,-3604.0
7.12,0.4980289936065674,0.0001424098009010777,0.5350974798202515,0.0,0.0,0.0,-7.350293159484863,-0.009760837070643902,-0.5823076367378235,35384.0,47264.0,39174.0,39898.0,0,0,0,0,40367.7734375,-1746.0,-2768.0,-3225.0
7.14,0.4988175630569458,0.0019756723195314407,0.5371757745742798,0.0,0.0,0.0,-9.459271430969238,0.2810586392879486,-0.6043499708175659,36515.0,44909.0,36667.0,40741.0,0,0,0,0,39668.93359375,-316.0,356.0,-3514.0
7.16,0.4988867938518524,0.0036150573287159204,0.5375170707702637,0.0,0.0,0.0,-10.987913131713867,0.39892759919166565,-0.6327916979789734,37335.0,44619.0,35675.0,41035.0,0,0,0,0,39687.9609375,-1147.0,386.0,-3926.0
7.18,0.4988805651664734,0.005969786550849676,0.537794291973114,0.0,0.0,0.0,-12.227473258972168,0.3169819712638855,-0.6940743923187256,34435.0,44861.0,34017.0,42339.0,0,0,0,0,39292.91796875,-1132.0,-845.0,-2792.0
7.2,0.49852025508880615,0.00973463337868452,0.5381861329078674,0.0,0.0,0.0,-13.339439392089844,0.2429879754781723,-0.7564554214477539,36741.0,43601.0,35649.0,43117.0,0,0,0,0,39894.62109375,-1430.0,-4268.0,-3120.0
7.22,0.4984539747238159,0.013856721110641956,0.5382542014122009,0.0,0.0,0.0,-14.302536964416504,0.2537570595741272,-0.7884157299995422,34337.0,45699.0,37801.0,42287.0,0,0,0,0,39701.68359375,-1776.0,-2444.0,-3165.0
7.24,0.499040424823761,0.020600616931915283,0.5399312376976013,0.0,0.0,0.0,-15.226668357849121,0.2871638834476471,-0.8322676420211792,35985.0,43913.0,37267.0,42207.0,0,0,0,0,40342.234375,657.0,-1561.0,-3162.0
7.26,0.4975150227546692,0.02595273219048977,0.5359662771224976,0.0,0.0,0.0,-15.881860733032227,0.3950863480567932,-0.8479125499725342,35723.0,48443.0,39063.0,40615.0,0,0,0,0,40541.12109375,-2764.0,-2728.0,-3171.0
7.28,0.49811840057373047,0.034523192793130875,0.5371624231338501,0.0,0.0,0.0,-16.266345977783203,0.4181761145591736,-0.8739308714866638,35709.0,47905.0,38253.0,40933.0,0,0,0,0,41172.43359375,-1726.0,606.0,-3166.0
7.3,0.4966680407524109,0.041544899344444275,0.5331234335899353,0.0,0.0,0.0,-16.237070083618164,0.535191535949707,-0.8667351007461548,38356.0,48824.0,38806.0,41090.0,0,0,0,0,41560.296875,-1223.0,-1347.0,-3209.0
7.32,0.49616774916648865,0.050546690821647644,0.531443178653717,0.0,0.0,0.0,-15.934126853942871,0.5313235521316528,-0.8660738468170166,39228.0,46890.0,37576.0,44426.0,0,0,0,0,42418.1796875,-1510.0,-4049.0,-3187.0
7.34,0.4950054883956909,0.06086473539471626,0.5277029275894165,0.0,0.0,0.0,-15.486108779907227,0.4591623842716217,-0.895250678062439,38411.0,48571.0,40253.0,44113.0,0,0,0,0,42936.6484375,-1370.0,-1913.0,-3229.0
7.36,0.4953498840332031,0.06539198756217957,0.5274763703346252,0.0,0.0,0.0,-15.128360748291016,0.40844178199768066,-0.8800324201583862,39185.0,49729.0,39295.0,42795.0,0,0,0,0,42779.62109375,-740.0,-2624.0,-3191.0
7.38,0.4951046407222748,0.07694099098443985,0.5246986746788025,0.0,0.0,0.0,-14.320444107055664,0.3733289837837219,-0.9109898805618286,40929.0,49107.0,38313.0,44055.0,0,0,0,0,43061.98828125,-3452.0,-4554.0,-3064.0
7.4,0.49487629532814026,0.08974754065275192,0.5228624939918518,0.0,0.0,0.0,-13.417048454284668,0.2938292920589447,-0.9409607648849487,40320.0,47222.0,38072.0,43674.0,0,0,0,0,42239.59375,-1793.0,-1067.0,-3145.0
7.42,0.4955419898033142,0.10188417881727219,0.5223976373672485,0.0,0.0,0.0,-12.23541259765625,0.17823447287082672,-0.9164370894432068,39784.0,49174.0,38826.0,42488.0,0,0,0,0,42467.80859375,-4587.0,-2439.0,-3127.0
7.44,0.49542564153671265,0.11551998555660248,0.5201070308685303,0.0,0.0,0.0,-11.001002311706543,0.09166252613067627,-0.9281409978866577,40786.0,49228.0,37540.0,41682.0,0,0,0,0,42179.1875,-2419.0,-1708.0,-3002.0
7.46,0.49598950147628784,0.13019056618213654,0.5202809572219849,0.0,0.0,0.0,-9.721278190612793,-0.0077531104907393456,-0.9374576210975647,39034.0,47116.0,39422.0,42676.0,0,0,0,0,42426.8359375,-1848.0,-2984.0,-3037.0
7.48,0.49236029386520386,0.14967264235019684,0.5166484713554382,0.0,0.0,0.0,-8.617866516113281,0.07139144092798233,-0.9172019362449646,39000.0,46586.0,40388.0,43286.0,0,0,0,0,42193.296875,-2019.0,-4145.0,-3036.0
7.5,0.49042361974716187,0.1651092767715454,0.5140202045440674,0.0,0.0,0.0,-7.261266708374023,0.12371711432933807,-0.8672532439231873,41107.0,48587.0,38067.0,42055.0,0,0,0,0,42327.375,-3143.0,-2358.0,-2519.0
7.52,0.48929131031036377,0.18136869370937347,0.5123263597488403,0.0,0.0,0.0,-5.840902328491211,0.12881101667881012,-0.8222407698631287,41690.0,49238.0,36922.0,41750.0,0,0,0,0,42122.89453125,-1623.0,-2152.0,-2975.0
7.54,0.48879897594451904,0.19914838671684265,0.5120470523834229,0.0,0.0,0.0,-4.3241472244262695,-0.010733958333730698,-0.8331620693206787,40540.0,48204.0,37998.0,41250.0,0,0,0,0,41858.8671875,-4554.0,-565.0,-2832.0
7.56,0.48735347390174866,0.21588414907455444,0.5108330249786377,0.0,0.0,0.0,-2.758517026901245,-0.20498695969581604,-0.8209230303764343,40885.0,47069.0,37705.0,41969.0,0,0,0,0,41834.0390625,-3293.0,-2200.0,-2903.0
7.58,0.48658499121665955,0.23391833901405334,0.5102868676185608,0.0,0.0,0.0,-1.2602777481079102,-0.4406179189682007,-0.7942243218421936,40793.0,48569.0,37325.0,40149.0,0,0,0,0,41495.6953125,-4763.0,-3117.0,-2957.0
7.6,0.4869195222854614,0.2505735754966736,0.510750412940979,0.0,0.0,0.0,0.23471666872501373,-0.6976272463798523,-0.7773910760879517,40406.0,47978.0,37258.0,39850.0,0,0,0,0,41149.55078125,-4057.0,-2399.0,-2819.0
7.62,0.486860066652298,0.2672739028930664,0.511470377445221,0.0,0.0,0.0,1.684569001197815,-0.8768376708030701,-0.7305111289024353,40461.0,46899.0,37683.0,40361.0,0,0,0,0,41107.2890625,-4434.0,-1163.0,-2511.0
7.64,0.4855431318283081,0.2831288278102875,0.5110543966293335,0.0,0.0,0.0,3.0543887615203857,-0.939033567905426,-0.6566959619522095,39293.0,46455.0,38457.0,39963.0,0,0,0,0,40752.1640625,-4661.0,-2746.0,-2647.0
7.66,0.4855934977531433,0.2989981770515442,0.5124063491821289,0.0,0.0,0.0,4.278373718261719,-1.0594546794891357,-0.5905787944793701,39660.0,44732.0,37368.0,40860.0,0,0,0,0,40451.1328125,-4461.0,-2430.0,-3262.0
7.68,0.48583436012268066,0.3145742416381836,0.5138968825340271,0.0,0.0,0.0,5.377001762390137,-1.1281118392944336,-0.5466769337654114,38738.0,45954.0,37610.0,39090.0,0,0,0,0,40316.578125,-3863.0,123.0,-2692.0
7.7,0.4856550991535187,0.3311101198196411,0.5147485136985779,0.0,0.0,0.0,6.297722816467285,-1.1370291709899902,-0.501123309135437,39125.0,45121.0,37057.0,39821.0,0,0,0,0,40080.27734375,-3013.0,-2707.0,-2112.0
7.72,0.4852892756462097,0.34656089544296265,0.516242504119873,0.0,0.0,0.0,7.1581549644470215,-1.1651760339736938,-0.43071308732032776,39683.0,45069.0,36045.0,39503.0,0,0,0,0,39716.12109375,-4483.0,-1277.0,-3032.0
7.74,0.4871672987937927,0.35902297496795654,0.5190407633781433,0.0,0.0,0.0,8.060898780822754,-1.2406023740768433,-0.3983749449253082,38427.0,44199.0,35385.0,40061.0,0,0,0,0,39518.0859375,-3812.0,-2174.0,-3151.0
7.76,0.4883541166782379,0.372041791677475,0.5213890671730042,0.0,0.0,0.0,8.80996322631836,-1.2768422365188599,-0.39552879333496094,37726.0,45734.0,36246.0,38418.0,0,0,0,0,39531.3359375,-4055.0,-3372.0,-3023.0
7.78,0.4886288046836853,0.38576802611351013,0.5225120782852173,0.0,0.0,0.0,9.371005058288574,-1.225149393081665,-0.38345906138420105,38065.0,43345.0,36357.0,40953.0,0,0,0,0,39680.16796875,-2702.0,-696.0,-1494.0
7.8,0.489227294921875,0.4050362706184387,0.5240580439567566,0.0,0.0,0.0,9.97120189666748,-1.0765331983566284,-0.2888004779815674,38307.0,44825.0,37169.0,38683.0,0,0,0,0,39836.375,-3060.0,-2412.0,-2414.0
7.82,0.4897119998931885,0.4173525273799896,0.5248245000839233,0.0,0.0,0.0,10.216329574584961,-0.9280243515968323,-0.25356000661849976,37797.0,45725.0,37269.0,38909.0,0,0,0,0,40057.578125,-2425.0,-2630.0,-2384.0
7.84,0.4899323582649231,0.42812925577163696,0.5252872705459595,0.0,0.0,0.0,10.421998023986816,-0.7684416770935059,-0.2547837197780609,38153.0,44201.0,37287.0,40411.0,0,0,0,0,40165.8984375,-3395.0,-2580.0,-2271.0
7.86,0.490604043006897,0.43802139163017273,0.5261663794517517,0.0,0.0,0.0,10.539759635925293,-0.6299694180488586,-0.24540655314922333,39175.0,45051.0,38089.0,38717.0,0,0,0,0,40350.5390625,-2855.0,-1264.0,-2354.0
7.88,0.4912525713443756,0.4478949308395386,0.5264546275138855,0.0,0.0,0.0,10.570807456970215,-0.5009602308273315,-0.1880970001220703,38651.0,44475.0,38011.0,39511.0,0,0,0,0,40252.75,-2388.0,-935.0,-2331.0
7.9,0.49253222346305847,0.45644548535346985,0.5279033184051514,0.0,0.0,0.0,10.525290489196777,-0.4162714183330536,-0.14164383709430695,38923.0,44297.0,38381.0,39727.0,0,0,0,0,39982.453125,-5269.0,-2132.0,-2224.0
7.92,0.4989432096481323,0.4582729637622833,0.5309574007987976,0.0,0.0,0.0,10.646824836730957,-0.4853968024253845,-0.09200289845466614,38924.0,44204.0,36588.0,40488.0,0,0,0,0,40172.9765625,-3497.0,-2987.0,-2301.0
7.94,0.49916061758995056,0.46478939056396484,0.5308751463890076,0.0,0.0,0.0,10.468844413757324,-0.3395889699459076,-0.06812286376953125,36989.0,45109.0,39559.0,39339.0,0,0,0,0,40326.30859375,-2080.0,-3493.0,-2227.0
7.96,0.500468373298645,0.46795299649238586,0.5309394598007202,0.0,0.0,0.0,10.301764488220215,-0.242740660905838,-0.05503588914871216,37337.0,44631.0,39333.0,40275.0,0,0,0,0,40714.2265625,-1115.0,-4039.0,-2211.0
7.98,0.5013947486877441,0.474010169506073,0.5299072861671448,0.0,0.0,0.0,9.85219955444336,0.0307144857943058,-0.036346327513456345,38740.0,45380.0,38796.0,40240.0,0,0,0,0,40664.4140625,-1808.0,-1404.0,-2335.0
8.0,0.5035302042961121,0.47760671377182007,0.5306811332702637,0.0,0.0,0.0,9.335028648376465,0.2693745493888855,-0.02254985272884369,38553.0,44801.0,38693.0,40817.0,0,0,0,0,40671.453125,-3178.0,-2627.0,-2323.0
8.02,0.5044205784797668,0.4814780652523041,0.5300696492195129,0.0,0.0,0.0,8.783025741577148,0.543647050857544,-0.012461171485483646,38630.0,44328.0,39040.0,41626.0,0,0,0,0,40864.0390625,-3335.0,-463.0,-2325.0
8.04,0.5055649280548096,0.4849931299686432,0.5300383567810059,0.0,0.0,0.0,8.2294921875,0.7575287222862244,0.0032999995164573193,37925.0,45179.0,39647.0,40805.0,0,0,0,0,40855.65234375,-1959.0,-3121.0,-2331.0
