time,x_kalman,y_kalman,z_kalman,x_lh,y_lh,z_lh,roll,pitch,yaw,F,R,Z,motor.m1,motor.m2,motor.m3,motor.m4,rpm.m1,rpm.m2,rpm.m3,rpm.m4,controller.cmd_thrust,controller.cmd_roll,controller.cmd_pitch,controller.cmd_yaw
0.0,0.0002832996833603829,-0.0010058231418952346,0.012971860356628895,0.0,0.0,0.0,-1.7597085237503052,-0.3452869653701782,0.015057431533932686,-0.000347957102349028,2.8649678230285645,0.012973538599908352,53776.0,54146.0,55098.0,54496.0,0,0,0,0,54691.9765625,1430.0,-388.0,70.0
0.02,-0.00015774408529978245,-0.0002509206533432007,0.012648586183786392,0.0,0.0,0.0,-1.788554310798645,-0.3356887996196747,0.01929743029177189,-0.0003463983885012567,2.864603281021118,0.012657073326408863,53564.0,51650.0,56346.0,58020.0,0,0,0,0,55226.93359375,1126.0,885.0,-37.0
0.04,-0.00017044808191712946,-0.0002914824872277677,0.012371323071420193,0.0,0.0,0.0,-1.7762739658355713,-0.33072084188461304,0.018194882199168205,-0.00033636434818618,2.86844539642334,0.012419547885656357,55229.0,59663.0,54695.0,52141.0,0,0,0,0,55441.4375,-4339.0,-1461.0,-413.0
0.06,-5.0189239118481055e-05,-0.0014467122964560986,0.013502531684935093,0.0,0.0,0.0,-1.554993987083435,-0.36549320816993713,-0.03660689294338226,-0.0003406261093914509,2.8689253330230713,0.013494811952114105,58907.0,61961.0,50937.0,49839.0,0,0,0,0,54864.3359375,-5731.0,-3433.0,-483.0
0.08,-0.0005225054919719696,-0.0014095122460275888,0.014653935097157955,0.0,0.0,0.0,-0.8971700668334961,-0.06194191426038742,-0.09956847876310349,-0.00031473609851673245,2.8689780235290527,0.01469647791236639,55575.0,55137.0,51791.0,53377.0,0,0,0,0,52908.19140625,-2604.0,2404.0,-347.0
0.1,-0.0009531753603368998,-0.004169165156781673,0.017170317471027374,0.0,0.0,0.0,-0.11688345670700073,0.14133065938949585,-0.14615368843078613,-0.0003129758406430483,2.8704612255096436,0.016976673156023026,47480.0,54312.0,54940.0,49668.0,0,0,0,0,50730.328125,2471.0,-5096.0,-386.0
0.12,-0.002145044505596161,-0.012737086042761803,0.01838197186589241,0.0,0.0,0.0,0.3167426288127899,0.33369332551956177,-0.19282853603363037,-0.00030343825346790254,2.868724822998047,0.018464570865035057,44546.0,55696.0,52346.0,43792.0,0,0,0,0,47338.00390625,138.0,-6487.0,-683.0
0.14,-0.0037847619969397783,-0.008666260167956352,0.02635393664240837,0.0,0.0,0.0,-0.1428719311952591,0.8740114569664001,-0.2575976848602295,-0.00019423999765422195,2.8690075874328613,0.02669641561806202,46787.0,44777.0,42515.0,48021.0,0,0,0,0,43797.5,-2785.0,449.0,-933.0
0.16,-0.0043558720499277115,-0.007981718517839909,0.03153372183442116,0.0,0.0,0.0,-0.2525864243507385,1.1275793313980103,-0.2993234395980835,0.028081810101866722,2.925474166870117,0.03647398203611374,40204.0,46428.0,42476.0,39880.0,0,0,0,0,40789.578125,-1689.0,-5614.0,-940.0
0.18,-0.010878629982471466,-0.013658036477863789,0.042143817991018295,0.0,0.0,0.0,-0.045802660286426544,1.3456170558929443,-0.40467098355293274,0.028546374291181564,2.9259660243988037,0.04940933361649513,37362.0,42298.0,39130.0,38598.0,0,0,0,0,38443.578125,-312.0,-4391.0,-1211.0
0.2,-0.01282798033207655,-0.02014334499835968,0.054984256625175476,0.0,0.0,0.0,0.22281934320926666,1.2886781692504883,-0.5180988311767578,0.027656348422169685,2.9250216484069824,0.062252406030893326,33832.0,39686.0,38928.0,37266.0,0,0,0,0,35866.4140625,2556.0,-3402.0,-1415.0
0.22,-0.010671259835362434,-0.012860341928899288,0.07355333864688873,0.0,0.0,0.0,-0.3000943958759308,1.051784873008728,-0.6333386301994324,0.03198525682091713,2.910259246826172,0.08132470399141312,31977.0,36697.0,34659.0,37103.0,0,0,0,0,34623.72265625,857.0,-3789.0,-1628.0
0.24,-0.014477523043751717,-0.01748979277908802,0.08842743933200836,0.0,0.0,0.0,-0.47540515661239624,1.0236341953277588,-0.7942715883255005,0.031816013157367706,2.910085439682007,0.09701502323150635,32803.0,36809.0,31585.0,34903.0,0,0,0,0,33917.75390625,-3177.0,-4036.0,-1685.0
0.26,-0.01956573873758316,-0.021708430722355843,0.1032247543334961,0.0,0.0,0.0,-0.6614865660667419,0.9590213894844055,-0.9712388515472412,0.0306137353181839,2.9088521003723145,0.11133177578449249,31830.0,38120.0,30128.0,31362.0,0,0,0,0,32633.64453125,-3045.0,-2635.0,-1619.0
0.28,-0.019874779507517815,-0.02443995699286461,0.12354684621095657,0.0,0.0,0.0,-0.7117695212364197,0.6025881171226501,-1.1418484449386597,0.02803337760269642,2.9188523292541504,0.1288270205259323,32194.0,36798.0,30466.0,32730.0,0,0,0,0,33056.234375,-1432.0,-288.0,-1609.0
