time,x_kalman,y_kalman,z_kalman,x_lh,y_lh,z_lh,roll,pitch,yaw
0.62,-0.013120760209858418,-0.023341041058301926,0.35517367720603943,-0.01464104000478983,0.037285640835762024,0.3498660624027252,-1.117470383644104,-0.10329002141952515,0.1980738490819931
0.64,-0.01351573783904314,-0.021898826584219933,0.36083877086639404,-0.015180844813585281,0.040279924869537354,0.3552227020263672,-0.8360450267791748,-0.1615072637796402,0.2656853199005127
0.66,-0.013778355903923512,-0.019070981070399284,0.36578336358070374,-0.015809476375579834,0.04336506873369217,0.36018308997154236,-0.6264235973358154,-0.13235653936862946,0.3417556881904602
0.68,-0.014272120781242847,-0.016279108822345734,0.370962917804718,-0.015809476375579834,0.04336506873369217,0.36018308997154236,-0.43307065963745117,-0.18560735881328583,0.35354530811309814
0.7,-0.013994287699460983,-0.014055225998163223,0.3741847574710846,-0.015809476375579834,0.04336506873369217,0.36018308997154236,-0.16842636466026306,-0.2549123167991638,0.3744069039821625
0.72,-0.014423015527427197,-0.011691201478242874,0.3784301280975342,-0.015809476375579834,0.04336506873369217,0.36018308997154236,0.08231104165315628,-0.33157235383987427,0.39356866478919983
0.74,-0.014685066416859627,-0.008514904417097569,0.38017737865448,-0.018000373616814613,0.05583977326750755,0.3770384192466736,0.32633644342422485,-0.3657238185405731,0.4287051856517792
0.76,-0.015421831980347633,-0.005968248471617699,0.3837730884552002,-0.018000373616814613,0.05583977326750755,0.3770384192466736,0.5341495275497437,-0.37315234541893005,0.4599992334842682
0.78,-0.01572265475988388,-0.0033119076397269964,0.38542214035987854,-0.01916414126753807,0.06202153116464615,0.38442277908325195,0.7324066162109375,-0.4027368426322937,0.5242910385131836
0.8,-0.01595688797533512,-0.001512595801614225,0.3886660039424896,-0.019720017910003662,0.0649724006652832,0.3878718912601471,0.9272351861000061,-0.4640200138092041,0.5703100562095642
0.82,-0.016710849478840828,0.0007587341242469847,0.391929566860199,-0.0204008836299181,0.07069510221481323,0.39513468742370605,1.1129179000854492,-0.47641751170158386,0.5786364674568176
0.84,-0.01728031411767006,0.004548322409391403,0.3951539695262909,-0.0204008836299181,0.07069510221481323,0.39513468742370605,1.2745023965835571,-0.5258073806762695,0.45192110538482666
0.86,-0.017088690772652626,0.007473334204405546,0.3984016478061676,-0.021288037300109863,0.07325232028961182,0.3984982669353485,1.4387494325637817,-0.5656390190124512,0.5326312780380249
0.88,-0.017895175144076347,0.009850035421550274,0.4028260409832001,-0.022053251042962074,0.07853389531373978,0.4055432677268982,1.5990785360336304,-0.5760868191719055,0.5489290356636047
0.9,-0.0177619606256485,0.01229944359511137,0.40628302097320557,-0.022053251042962074,0.07853389531373978,0.4055432677268982,1.7718102931976318,-0.5855892300605774,0.43325844407081604
0.92,-0.017927950248122215,0.012853411957621574,0.4097421169281006,-0.022053251042962074,0.07853389531373978,0.4055432677268982,1.9257687330245972,-0.6107195019721985,0.4605967700481415
0.94,-0.018339911475777626,0.014862040057778358,0.41319170594215393,-0.02305648848414421,0.08281565457582474,0.4129851460456848,2.0326039791107178,-0.6564822196960449,0.5056776404380798
0.96,-0.01927812770009041,0.01695452816784382,0.4174671173095703,-0.02305648848414421,0.08281565457582474,0.4129851460456848,2.13969087600708,-0.6657406091690063,0.5129945874214172
0.98,-0.019402673467993736,0.018061038106679916,0.42093876004219055,-0.02305648848414421,0.08281565457582474,0.4129851460456848,2.2213857173919678,-0.7297472357749939,0.5055873394012451
1.0,-0.019731435924768448,0.020233485847711563,0.4256626069545746,-0.02305648848414421,0.08281565457582474,0.4129851460456848,2.2808778285980225,-0.7680073976516724,0.5067789554595947
1.02,-0.020064106211066246,0.02208707295358181,0.42910826206207275,-0.02305648848414421,0.08281565457582474,0.4129851460456848,2.314523220062256,-0.7910155057907104,0.511187732219696
1.04,-0.021209098398685455,0.022659623995423317,0.4324544072151184,-0.024919994175434113,0.09120884537696838,0.43042850494384766,2.3559818267822266,-0.7924981117248535,0.5606367588043213
1.06,-0.021179547533392906,0.0236219372600317,0.43461963534355164,-0.025191666558384895,0.09246906638145447,0.43371379375457764,2.4034528732299805,-0.7554781436920166,0.6113878488540649
1.08,-0.02098209224641323,0.0246385857462883,0.4376152455806732,-0.025191666558384895,0.09246906638145447,0.43371379375457764,2.382357358932495,-0.7657972574234009,0.6089145541191101
1.1,-0.02120930328965187,0.02505197934806347,0.440226286649704,-0.025979308411478996,0.09533707052469254,0.4417206645011902,2.3565099239349365,-0.8188921213150024,0.598993182182312
1.12,-0.022311091423034668,0.027415748685598373,0.4429599344730377,-0.025979308411478996,0.09533707052469254,0.4417206645011902,2.269968032836914,-0.8409295082092285,0.5236673355102539
1.14,-0.02200179733335972,0.027619535103440285,0.44546040892601013,-0.02591000497341156,0.09535154700279236,0.44528108835220337,2.2126917839050293,-0.8033629655838013,0.5649070143699646
1.16,-0.022653743624687195,0.028292911127209663,0.44797074794769287,-0.026326151564717293,0.09635534882545471,0.44941964745521545,2.0921993255615234,-0.7788703441619873,0.556113600730896
1.18,-0.022157108411192894,0.02825465425848961,0.4511108696460724,-0.026326151564717293,0.09635534882545471,0.44941964745521545,2.0121777057647705,-0.802797257900238,0.5041282773017883
1.2,-0.02185499668121338,0.027572765946388245,0.4535199999809265,-0.026083488017320633,0.09593916684389114,0.45287024974823,1.9648034572601318,-0.7804254293441772,0.5559550523757935
1.22,-0.022587627172470093,0.027332130819559097,0.45595890283584595,-0.026083488017320633,0.09593916684389114,0.45287024974823,1.8572869300842285,-0.7708916664123535,0.5607043504714966
1.24,-0.02215217612683773,0.026653453707695007,0.45819154381752014,-0.026506491005420685,0.09568731486797333,0.45824575424194336,1.7358771562576294,-0.7694457173347473,0.5606491565704346
1.26,-0.021501749753952026,0.026678716763854027,0.46059900522232056,-0.026506491005420685,0.09568731486797333,0.45824575424194336,1.577014446258545,-0.750757098197937,0.4414074122905731
1.28,-0.021539615467190742,0.02599296346306801,0.4627073109149933,-0.026318222284317017,0.09463869780302048,0.4621551036834717,1.4371371269226074,-0.7300006151199341,0.4713382124900818
1.3,-0.020376628264784813,0.026127126067876816,0.4647546708583832,-0.026318222284317017,0.09463869780302048,0.4621551036834717,1.2926548719406128,-0.7027481198310852,0.3922666907310486
1.32,-0.02036897838115692,0.022826598957180977,0.46558719873428345,-0.026318222284317017,0.09463869780302048,0.4621551036834717,1.1605501174926758,-0.675754964351654,0.4114433526992798
1.34,-0.020104337483644485,0.01993379183113575,0.4673946499824524,-0.02542159892618656,0.09261659532785416,0.46717917919158936,1.0743792057037354,-0.6462441086769104,0.45592471957206726
1.36,-0.01968173123896122,0.01815955527126789,0.46939805150032043,-0.02516002766788006,0.09172248095273972,0.46888041496276855,0.9566013216972351,-0.6095834374427795,0.5179131627082825
1.38,-0.019638776779174805,0.01716748997569084,0.4711448550224304,-0.02516002766788006,0.09172248095273972,0.46888041496276855,0.7278735041618347,-0.6005131602287292,0.5192474126815796
1.4,-0.019268035888671875,0.016325131058692932,0.4741007685661316,-0.024687696248292923,0.08971669524908066,0.4721221327781677,0.4832417666912079,-0.5396511554718018,0.5698261260986328
1.42,-0.019137654453516006,0.01446722075343132,0.476007878780365,-0.024444807320833206,0.08875508606433868,0.47372913360595703,0.25763070583343506,-0.45404955744743347,0.6046096086502075
1.44,-0.01839609630405903,0.011134219355881214,0.47702205181121826,-0.024117616936564445,0.08766414225101471,0.4753273129463196,0.09164053201675415,-0.39648160338401794,0.6406086683273315
1.46,-0.018337102606892586,0.00933472067117691,0.4786878526210785,-0.024117616936564445,0.08766414225101471,0.4753273129463196,-0.07986052334308624,-0.40436503291130066,0.644599974155426
1.48,-0.017507627606391907,0.00797435361891985,0.4803084433078766,-0.02350800484418869,0.08542518317699432,0.47832703590393066,-0.2539554238319397,-0.36243802309036255,0.7015347480773926
1.5,-0.01715303771197796,0.005937822628766298,0.48128893971443176,-0.02350800484418869,0.08542518317699432,0.47832703590393066,-0.42602232098579407,-0.33855801820755005,0.7559492588043213
1.521,-0.017434028908610344,0.0033220741897821426,0.48274141550064087,-0.023253805935382843,0.08254586160182953,0.48103460669517517,-0.5834896564483643,-0.33236104249954224,0.6205530762672424
1.54,-0.016930216923356056,0.002449039602652192,0.48470789194107056,-0.023253805935382843,0.08254586160182953,0.48103460669517517,-0.7362227439880371,-0.2860574424266815,0.6300036311149597
1.56,-0.01701648347079754,0.0005057583912275732,0.4861602485179901,-0.023253805935382843,0.08254586160182953,0.48103460669517517,-0.8853015303611755,-0.1822139173746109,0.6471191644668579
1.58,-0.016354991123080254,0.0007266778266057372,0.48634856939315796,-0.021875478327274323,0.08028922975063324,0.48473668098449707,-1.0230441093444824,-0.13578423857688904,0.6939002871513367
1.6,-0.014737450517714024,-0.00220072316005826,0.4875996708869934,-0.02145765721797943,0.07938062399625778,0.4859866499900818,-1.178381323814392,-0.14925289154052734,0.7137897610664368
1.62,-0.014337976463139057,-0.00441532488912344,0.4883187413215637,-0.02145765721797943,0.07938062399625778,0.4859866499900818,-1.2973554134368896,-0.1267063319683075,0.7045316696166992
1.64,-0.013015048578381538,-0.006952992174774408,0.48945510387420654,-0.02145765721797943,0.07938062399625778,0.4859866499900818,-1.36018705368042,-0.07647240161895752,0.7131802439689636
1.66,-0.011555338278412819,-0.008232060819864273,0.48977503180503845,-0.020429261028766632,0.07721191644668579,0.4891309142112732,-1.4275732040405273,-0.04355244338512421,0.7339347004890442
1.68,-0.01144479215145111,-0.010010276921093464,0.4907984435558319,-0.02017202228307724,0.07657768577337265,0.49013397097587585,-1.51396644115448,0.04452856257557869,0.7583009600639343
1.7,-0.011557908728718758,-0.011301225982606411,0.4918067455291748,-0.02017202228307724,0.07657768577337265,0.49013397097587585,-1.5559234619140625,0.11724380403757095,0.7401793003082275
1.72,-0.010724919848144054,-0.012149350717663765,0.49114325642585754,-0.019910236820578575,0.07547527551651001,0.4922952651977539,-1.643059492111206,0.15196841955184937,0.7226577997207642
1.74,-0.010488936677575111,-0.013704555109143257,0.49199962615966797,-0.019910236820578575,0.07547527551651001,0.4922952651977539,-1.6421486139297485,0.15155743062496185,0.5675706267356873
1.761,-0.009685881435871124,-0.01434034388512373,0.4929129481315613,-0.019348466768860817,0.07519255578517914,0.4944283366203308,-1.6638829708099365,0.1581229865550995,0.5779356360435486
1.78,-0.009134608320891857,-0.0149501608684659,0.4938710927963257,-0.019348466768860817,0.07519255578517914,0.4944283366203308,-1.6753758192062378,0.20382696390151978,0.4485950469970703
1.8,-0.00894642248749733,-0.016670702025294304,0.49597886204719543,-0.019348466768860817,0.07519255578517914,0.4944283366203308,-1.6762827634811401,0.23040814697742462,0.48320522904396057
1.82,-0.007075642701238394,-0.016706660389900208,0.49713951349258423,-0.019348466768860817,0.07519255578517914,0.4944283366203308,-1.6718931198120117,0.20329104363918304,0.4954656958580017
1.84,-0.0069654351100325584,-0.015307917259633541,0.4968242943286896,-0.019348466768860817,0.07519255578517914,0.4944283366203308,-1.6511033773422241,0.21358132362365723,0.48526811599731445
1.86,-0.006147825159132481,-0.015311500057578087,0.4978390038013458,-0.018333690240979195,0.0756000280380249,0.49992382526397705,-1.6469242572784424,0.24685820937156677,0.5561642050743103
1.88,-0.005351747386157513,-0.015237719751894474,0.5010539293289185,-0.01820904016494751,0.07611451297998428,0.5011842846870422,-1.5757685899734497,0.30823755264282227,0.6074543595314026
1.9,-0.005343503784388304,-0.012260260991752148,0.5022832751274109,-0.018293188884854317,0.0764661505818367,0.5022974610328674,-1.5124530792236328,0.3270803987979889,0.6457058191299438
1.92,-0.005466648377478123,-0.011082970537245274,0.5035088658332825,-0.018293188884854317,0.0764661505818367,0.5022974610328674,-1.3959133625030518,0.3614630401134491,0.6476896405220032
1.94,-0.006070483475923538,-0.009536970406770706,0.505774199962616,-0.018343793228268623,0.07781311124563217,0.5045770406723022,-1.2729288339614868,0.37670809030532837,0.6752282381057739
1.96,-0.006625593639910221,-0.007589281536638737,0.5069962739944458,-0.018343793228268623,0.07781311124563217,0.5045770406723022,-1.1174529790878296,0.3863687217235565,0.7019617557525635
1.98,-0.007163601461797953,-0.0071409777738153934,0.5077418684959412,-0.018507754430174828,0.07940731197595596,0.5069681406021118,-0.9173871874809265,0.39915016293525696,0.740458071231842
2.0,-0.006659738253802061,-0.004676993936300278,0.5087963938713074,-0.018507754430174828,0.07940731197595596,0.5069681406021118,-0.7450575828552246,0.38892272114753723,0.775428831577301
2.02,-0.005966393277049065,-0.001025588484480977,0.5098791122436523,-0.018507754430174828,0.07940731197595596,0.5069681406021118,-0.5348461866378784,0.12163740396499634,0.7691850662231445
2.04,0.002561557572335005,0.0006147311651147902,0.5109525918960571,-0.018507754430174828,0.07940731197595596,0.5069681406021118,-0.3353080749511719,-1.7666724920272827,0.7637490034103394
2.06,0.00421611312776804,-0.00015293486649170518,0.51023930311203,-0.018507754430174828,0.07940731197595596,0.5069681406021118,-0.09272153675556183,-4.799539566040039,0.7969604134559631
2.08,0.0004506681580096483,0.002701434539631009,0.5112879276275635,-0.018507754430174828,0.07940731197595596,0.5069681406021118,0.10587908327579498,-7.620819091796875,0.774811327457428
2.1,-0.0012931444216519594,0.0019606014247983694,0.5152114033699036,-0.018507754430174828,0.07940731197595596,0.5069681406021118,0.3538236916065216,-9.641765594482422,0.7569247484207153
2.12,-0.00043338327668607235,0.0019381066085770726,0.5166154503822327,-0.018507754430174828,0.07940731197595596,0.5069681406021118,0.5615273714065552,-11.099656105041504,0.7622379660606384
2.14,0.0022922223433852196,0.0019628461450338364,0.5180094242095947,-0.018507754430174828,0.07940731197595596,0.5069681406021118,0.8002120852470398,-12.350105285644531,0.7629777789115906
2.16,0.003676400287076831,0.0039437455125153065,0.5223570466041565,-0.018507754430174828,0.07940731197595596,0.5069681406021118,0.9329940676689148,-13.459545135498047,0.824170708656311
2.18,0.006767592392861843,0.0018840437987819314,0.523643434047699,-0.018507754430174828,0.07940731197595596,0.5069681406021118,1.0577845573425293,-14.478022575378418,0.8622103929519653
2.2,0.0131078427657485,0.0010449893306940794,0.5282315611839294,-0.018507754430174828,0.07940731197595596,0.5069681406021118,1.1081191301345825,-15.396334648132324,0.8474916219711304
2.22,0.013077002950012684,0.0007694609230384231,0.5293112993240356,-0.018507754430174828,0.07940731197595596,0.5069681406021118,1.1958138942718506,-16.070180892944336,0.8938791155815125
2.24,0.018167560920119286,-0.000122547906357795,0.530693531036377,-0.018507754430174828,0.07940731197595596,0.5069681406021118,1.2480058670043945,-16.484481811523438,0.889005184173584
2.26,0.026468850672245026,-0.00047722196904942393,0.5310632586479187,-0.018507754430174828,0.07940731197595596,0.5069681406021118,1.2455995082855225,-16.615234375,0.8837459087371826
2.28,0.03328574448823929,-0.0006495662964880466,0.5332605242729187,-0.018507754430174828,0.07940731197595596,0.5069681406021118,1.2196905612945557,-16.467506408691406,0.8841795921325684
2.3,0.04008360952138901,0.0004434852162376046,0.5332583785057068,-0.018507754430174828,0.07940731197595596,0.5069681406021118,1.1248457431793213,-16.128929138183594,0.8315379619598389
2.32,0.045822180807590485,0.0018466591136530042,0.5319870114326477,-0.018507754430174828,0.07940731197595596,0.5069681406021118,1.0505465269088745,-15.906110763549805,0.8331252336502075
2.34,0.05859483778476715,0.0015383261488750577,0.5314574837684631,-0.018507754430174828,0.07940731197595596,0.5069681406021118,0.9376054406166077,-15.313684463500977,0.8019858002662659
2.36,0.06979836523532867,0.001046708202920854,0.5307831168174744,-0.018507754430174828,0.07940731197595596,0.5069681406021118,0.8292012810707092,-14.506284713745117,0.7849717140197754
2.38,0.08308405429124832,0.000920950376894325,0.5279374718666077,-0.018507754430174828,0.07940731197595596,0.5069681406021118,0.755369246006012,-13.559672355651855,0.7442867159843445
2.4,0.09261413663625717,-0.0006076896679587662,0.5269557237625122,-0.018507754430174828,0.07940731197595596,0.5069681406021118,0.6507974863052368,-12.411957740783691,0.7202136516571045
2.42,0.10968001931905746,0.0026063283439725637,0.5231897830963135,-0.018507754430174828,0.07940731197595596,0.5069681406021118,0.5325707197189331,-11.200766563415527,0.6637473702430725
2.44,0.11962009966373444,0.0024586908984929323,0.5221431255340576,-0.018507754430174828,0.07940731197595596,0.5069681406021118,0.4067002832889557,-9.910085678100586,0.6182968616485596
2.46,0.13912521302700043,-0.0002782597439363599,0.5177517533302307,-0.018507754430174828,0.07940731197595596,0.5069681406021118,0.3473637104034424,-8.565933227539062,0.5670406222343445
2.48,0.15182434022426605,-0.00014303260832093656,0.5167841911315918,-0.018507754430174828,0.07940731197595596,0.5069681406021118,0.308578222990036,-7.073625564575195,0.538399875164032
2.5,0.1641787886619568,-0.0005763627123087645,0.5129571557044983,-0.018507754430174828,0.07940731197595596,0.5069681406021118,0.18445062637329102,-5.677974700927734,0.5296782851219177
2.52,0.17379876971244812,6.322291301330552e-05,0.5123125314712524,-0.018507754430174828,0.07940731197595596,0.5069681406021118,0.1357259899377823,-4.271826267242432,0.49981608986854553
2.54,0.18538378179073334,-0.001504397252574563,0.5089826583862305,-0.018507754430174828,0.07940731197595596,0.5069681406021118,0.08486063778400421,-2.87107253074646,0.4991655647754669
2.56,0.20026817917823792,-0.0022022894117981195,0.5086659789085388,0.21995693445205688,0.08606759458780289,0.5103905200958252,0.009813674725592136,-1.507759690284729,0.4958486557006836
2.58,0.2143871933221817,-0.0010054544545710087,0.5087233185768127,0.2369701862335205,0.08535872399806976,0.5108743906021118,-0.05904415249824524,-0.2380579560995102,0.4773954451084137
2.6,0.2132595181465149,-0.0019564591348171234,0.5063351392745972,0.2538439929485321,0.08477261662483215,0.5118861794471741,-0.13079237937927246,1.038717269897461,0.4917806386947632
2.62,0.2264273762702942,-0.000749673112295568,0.5067509412765503,0.2538439929485321,0.08477261662483215,0.5118861794471741,-0.1716793328523636,2.2100698947906494,0.4877943694591522
2.641,0.2497275024652481,-0.0015406791353598237,0.5078494548797607,0.29075393080711365,0.08058948814868927,0.5064136385917664,-0.25043240189552307,3.639496326446533,0.5089303851127625
2.66,0.2600371837615967,-0.0025292704813182354,0.5083432197570801,0.29075393080711365,0.08058948814868927,0.5064136385917664,-0.23520702123641968,4.009990215301514,0.36973288655281067
2.68,0.27553725242614746,-0.0028599235229194164,0.509559690952301,0.32221800088882446,0.07943489402532578,0.5102452635765076,-0.2562081515789032,4.833813190460205,0.4140618145465851
2.7,0.2882296144962311,-0.002787879901006818,0.5109413862228394,0.32221800088882446,0.07943489402532578,0.5102452635765076,-0.31407859921455383,5.547475337982178,0.316689670085907
2.72,0.30198249220848083,-0.0017600612482056022,0.513835072517395,0.3517378270626068,0.07849353551864624,0.5147148966789246,-0.4135584831237793,6.290693759918213,0.3749243915081024
2.74,0.31382831931114197,-0.0028177089989185333,0.5155681371688843,0.3517378270626068,0.07849353551864624,0.5147148966789246,-0.42182448506355286,6.964994430541992,0.2929321229457855
2.76,0.326694130897522,-0.0025703003630042076,0.5205992460250854,0.37577521800994873,0.07976648956537247,0.5255848169326782,-0.4388114809989929,7.555662631988525,0.35509639978408813
2.781,0.33931976556777954,-0.003562048776075244,0.5226774215698242,0.39174073934555054,0.07742395997047424,0.5217516422271729,-0.44787833094596863,8.020129203796387,0.39955177903175354
2.8,0.3500124514102936,-0.005726849660277367,0.5246779918670654,0.39174073934555054,0.07742395997047424,0.5217516422271729,-0.4418382942676544,8.362747192382812,0.3360047936439514
2.82,0.3604227304458618,-0.005400375463068485,0.5299914479255676,0.39174073934555054,0.07742395997047424,0.5217516422271729,-0.4454458951950073,8.66611385345459,0.383724182844162
2.84,0.3703911304473877,-0.0028662774711847305,0.5320026278495789,0.4232047200202942,0.07837197929620743,0.5327255129814148,-0.5198076367378235,8.799372673034668,0.4610503911972046
2.861,0.3787740170955658,-0.0034075709991157055,0.5357521772384644,0.4362442195415497,0.07650014758110046,0.5291900038719177,-0.5696083903312683,8.901586532592773,0.48605582118034363
2.88,0.39016538858413696,-0.004274306818842888,0.5374497771263123,0.4362442195415497,0.07650014758110046,0.5291900038719177,-0.570660412311554,8.908245086669922,0.40405529737472534
2.9,0.3978421688079834,-0.005301660392433405,0.5399380326271057,0.4520094394683838,0.07782284915447235,0.5356836318969727,-0.5835109353065491,8.888334274291992,0.47537949681282043
2.92,0.40602776408195496,-0.002658644923940301,0.5411446690559387,0.46028977632522583,0.0777781754732132,0.5360620021820068,-0.5940868258476257,8.798233032226562,0.552635669708252
2.94,0.4119452238082886,-0.002831914694979787,0.5415939688682556,0.46028977632522583,0.0777781754732132,0.5360620021820068,-0.5538205504417419,8.625432968139648,0.5451031923294067
2.96,0.42078524827957153,-0.002031695330515504,0.5421767830848694,0.46028977632522583,0.0777781754732132,0.5360620021820068,-0.5219986438751221,8.419827461242676,0.5504153966903687
2.98,0.4247967600822449,-0.0019282788271084428,0.5426760315895081,0.48170238733291626,0.07777269184589386,0.5356544256210327,-0.487048864364624,8.22909164428711,0.632274866104126
3.001,0.4321146309375763,-0.0019991188310086727,0.5428072810173035,0.4896394908428192,0.07684910297393799,0.5319249033927917,-0.4337933659553528,7.9752373695373535,0.6304256916046143
3.02,0.44009533524513245,-0.002925524953752756,0.5427528023719788,0.4896394908428192,0.07684910297393799,0.5319249033927917,-0.38532596826553345,7.645264148712158,0.5238349437713623
3.04,0.444693386554718,-0.0002548077318351716,0.5405503511428833,0.49786612391471863,0.07819308340549469,0.5333975553512573,-0.4049684703350067,7.318501949310303,0.577332079410553
3.06,0.45040035247802734,-0.0003831471549347043,0.5400616526603699,0.49786612391471863,0.07819308340549469,0.5333975553512573,-0.34263864159584045,6.970942974090576,0.5775503516197205
3.08,0.4542335867881775,0.0008582415175624192,0.5367370247840881,0.49786612391471863,0.07819308340549469,0.5333975553512573,-0.28365257382392883,6.678320407867432,0.6183543801307678
3.1,0.45720207691192627,0.0036943876184523106,0.5359213352203369,0.5095851421356201,0.07885713130235672,0.5304726362228394,-0.25159159302711487,6.298620700836182,0.6483722925186157
