time,motor.m1,motor.m2,motor.m3,motor.m4,stabilizer.thrust,stabilizer.roll,stabilizer.pitch,stabilizer.yaw
2.5519285202026367,37325.0,41123.0,39843.0,37709.0,39000.0,1.3763481378555298,-0.011640685610473156,-1.0645933151245117
2.571917772293091,36260.0,37760.0,41308.0,40672.0,39000.0,1.0382497310638428,0.0018180218758061528,-1.0941452980041504
2.5922904014587402,36057.0,38517.0,41773.0,39653.0,39000.0,0.7000142931938171,-0.015567554160952568,-1.0999711751937866
2.612494707107544,35990.0,39922.0,41942.0,38146.0,39000.0,0.41769635677337646,-0.009844660758972168,-0.947936475276947
2.6319663524627686,36331.0,38367.0,41911.0,39391.0,39000.0,0.16151219606399536,0.011281893588602543,-0.8732155561447144
2.652045488357544,37626.0,37304.0,40776.0,40294.0,39000.0,-0.0026117125526070595,-0.0059654442593455315,-0.8238006234169006
2.6717441082000732,37231.0,37419.0,41337.0,40013.0,39000.0,-0.10984538495540619,-0.016796033829450607,-0.7991108298301697
2.6918060779571533,37991.0,39545.0,40743.0,37721.0,39000.0,-0.2031852900981903,-0.09697020053863525,-0.731350302696228
2.7130489349365234,38133.0,39333.0,40975.0,37559.0,39000.0,-0.25422459840774536,-0.1295039802789688,-0.5184361934661865
2.731585741043091,37879.0,38249.0,41227.0,38645.0,39000.0,-0.27586495876312256,-0.21068184077739716,-0.3949058949947357
2.751786947250366,37823.0,38791.0,41461.0,37925.0,39000.0,-0.3867563307285309,-0.2763229012489319,-0.3569415807723999
2.771272659301758,38013.0,37715.0,41321.0,38951.0,39000.0,-0.43710845708847046,-0.3000469207763672,-0.333486944437027
2.791724920272827,38297.0,38517.0,40959.0,38227.0,39000.0,-0.49297139048576355,-0.3737937808036804,-0.15026748180389404
2.8108601570129395,38923.0,38443.0,39977.0,38657.0,39000.0,-0.49830201268196106,-0.43513116240501404,-0.06908440589904785
2.8312666416168213,38400.0,38964.0,40614.0,38022.0,39000.0,-0.5022531747817993,-0.5325933694839478,-0.0936465635895729
2.8519599437713623,37705.0,38163.0,40993.0,39139.0,39000.0,-0.3914678692817688,-0.5362919569015503,-0.03510792553424835
2.872286081314087,37642.0,39898.0,40988.0,37472.0,39000.0,-0.3700036406517029,-0.4426515996456146,-0.08013484627008438
2.892150640487671,36798.0,38954.0,41578.0,38670.0,39000.0,-0.33294758200645447,-0.35133251547813416,-0.1324237883090973
2.9114599227905273,37112.0,38836.0,41026.0,39026.0,39000.0,-0.3515566885471344,-0.22549302875995636,-0.21439030766487122
2.9317941665649414,38663.0,39963.0,38827.0,38547.0,39000.0,-0.2877964973449707,-0.16463573276996613,-0.22911129891872406
2.951686382293701,38093.0,44083.0,45085.0,40739.0,42000.0,-0.09050437062978745,-0.39348623156547546,-0.1955089271068573
2.9712717533111572,41339.0,41625.0,41485.0,43551.0,42000.0,-0.09157577902078629,-0.7024049758911133,-0.31038737297058105
2.991576671600342,40538.0,41132.0,41894.0,44436.0,42000.0,-0.01709752343595028,-1.3989893198013306,-0.3448047339916229
3.0120151042938232,39600.0,43894.0,42222.0,42284.0,42000.0,0.006584532558917999,-2.0086135864257812,-0.49198126792907715
3.031172513961792,38187.0,43545.0,43439.0,42829.0,42000.0,0.08162795007228851,-2.3804173469543457,-0.5772613286972046
3.0515921115875244,37130.0,45788.0,44000.0,41082.0,42000.0,0.11279511451721191,-2.551361560821533,-0.6662311553955078
3.0710296630859375,37866.0,43286.0,42622.0,44226.0,42000.0,-0.04831625148653984,-2.7196996212005615,-0.978267252445221
3.091144561767578,39413.0,42939.0,40735.0,44913.0,42000.0,-0.06015539541840553,-2.967205762863159,-1.1057591438293457
3.1110355854034424,37180.0,44184.0,42554.0,44082.0,42000.0,-0.1317596733570099,-3.1921937465667725,-1.4067933559417725
3.132235288619995,36793.0,45661.0,42601.0,42945.0,42000.0,-0.12306751310825348,-3.328498601913452,-1.7088508605957031
3.1518161296844482,36920.0,45194.0,42006.0,43880.0,42000.0,-0.11569109559059143,-3.385911703109741,-2.003673553466797
3.172075033187866,35157.0,44555.0,43449.0,44839.0,42000.0,-0.1331346482038498,-3.4547646045684814,-2.2232940196990967
3.1926636695861816,36139.0,47231.0,42215.0,42415.0,42000.0,-0.18267764151096344,-3.4708964824676514,-2.359966278076172
3.2112433910369873,34265.0,49037.0,38595.0,46103.0,42000.0,-0.15159602463245392,-3.452648878097534,-2.4853146076202393
3.2317984104156494,32984.0,50944.0,39638.0,44434.0,42000.0,-0.2035840004682541,-3.517580032348633,-2.7902679443359375
3.2513628005981445,33495.0,48867.0,39883.0,45755.0,42000.0,-0.14882054924964905,-3.54693341255188,-3.0369060039520264
3.271268844604492,34447.0,48899.0,39339.0,45315.0,42000.0,-0.04670019447803497,-3.5240588188171387,-3.1255195140838623
3.2917380332946777,35341.0,48317.0,38641.0,45701.0,42000.0,0.005836269818246365,-3.6212799549102783,-3.2978641986846924
3.311988115310669,35693.0,48407.0,39425.0,44475.0,42000.0,0.06437563896179199,-3.7331020832061768,-3.43575382232666
3.3313918113708496,35434.0,47562.0,40378.0,44626.0,42000.0,0.1738501638174057,-3.825730800628662,-3.541584014892578
3.352372646331787,35344.0,46546.0,41382.0,44728.0,42000.0,0.19065794348716736,-3.7184481620788574,-3.5836925506591797
3.3711862564086914,34791.0,46747.0,43281.0,43181.0,42000.0,0.18451891839504242,-3.7378177642822266,-3.647303819656372
3.392301321029663,36095.0,47267.0,41967.0,42671.0,42000.0,0.1686379462480545,-3.6916661262512207,-3.5427136421203613
3.411597728729248,36629.0,44625.0,41895.0,44851.0,42000.0,0.15019027888774872,-3.7124245166778564,-3.640482187271118
3.432626962661743,37097.0,44035.0,41537.0,45331.0,42000.0,0.15078337490558624,-3.7811336517333984,-3.712658405303955
3.4503135681152344,35668.0,45922.0,43004.0,43406.0,42000.0,0.1426991969347,-3.8448593616485596,-3.768374443054199
3.471606969833374,38816.0,43370.0,45226.0,40588.0,42000.0,0.13515876233577728,-3.8398642539978027,-3.685706853866577
3.491711139678955,35493.0,46975.0,43235.0,42297.0,42000.0,0.09082440286874771,-3.9394688606262207,-3.7204666137695312
3.512983798980713,36447.0,45763.0,44673.0,41117.0,42000.0,0.06472030282020569,-3.949613094329834,-3.6433660984039307
3.5331926345825195,38873.0,43485.0,43637.0,42005.0,42000.0,0.09946693480014801,-3.966785430908203,-3.548398733139038
3.55210280418396,39623.0,43749.0,45203.0,39425.0,42000.0,0.1511581689119339,-4.040178298950195,-3.390798807144165
3.572613477706909,36456.0,45998.0,42602.0,42944.0,42000.0,0.15867149829864502,-4.13907527923584,-3.3819663524627686
3.5921168327331543,36277.0,45235.0,42973.0,43515.0,42000.0,0.1655402034521103,-4.200259685516357,-3.360802412033081
3.6124541759490967,39389.0,43821.0,46347.0,38443.0,42000.0,0.08739130198955536,-4.137156963348389,-3.256074905395508
3.632951498031616,38352.0,43066.0,43836.0,42746.0,42000.0,0.07142575085163116,-4.143916130065918,-3.229462146759033
3.6522674560546875,38104.0,43460.0,45166.0,41270.0,42000.0,0.07138641923666,-4.14781379699707,-3.168452739715576
3.6736855506896973,39748.0,41598.0,46962.0,39692.0,42000.0,0.055161334574222565,-4.17556095123291,-3.0356805324554443
3.691476345062256,39792.0,41278.0,48094.0,38836.0,42000.0,0.05924120917916298,-4.229728698730469,-2.8328847885131836
3.7110228538513184,34863.0,46723.0,44537.0,41877.0,42000.0,0.06587425619363785,-4.294435501098633,-2.856546401977539
3.732485055923462,38372.0,44534.0,43700.0,41394.0,42000.0,0.06911583244800568,-4.282419204711914,-2.8062407970428467
3.7526800632476807,38480.0,42506.0,46452.0,40562.0,42000.0,0.05561140552163124,-4.312166213989258,-2.691483497619629
3.772026300430298,40190.0,43080.0,46994.0,37736.0,42000.0,0.03673238679766655,-4.3620710372924805,-2.535978317260742
3.792741060256958,36269.0,46461.0,43141.0,42129.0,42000.0,0.05830315873026848,-4.408869743347168,-2.5742650032043457
3.812361240386963,37270.0,43640.0,43556.0,43534.0,42000.0,0.09807122498750687,-4.377254962921143,-2.5818209648132324
3.8327317237854004,40173.0,41615.0,45707.0,40505.0,42000.0,0.11092133820056915,-4.429221153259277,-2.466892957687378
3.852365255355835,37910.0,44056.0,46144.0,39890.0,42000.0,0.11479711532592773,-4.501771926879883,-2.4046342372894287
3.8722949028015137,38494.0,45026.0,41168.0,43312.0,42000.0,0.14107029139995575,-4.542614936828613,-2.3501431941986084
3.892143726348877,38699.0,44613.0,46071.0,38617.0,42000.0,-0.07452412694692612,-4.534834384918213,-2.3761870861053467
3.9126532077789307,39496.0,42158.0,45362.0,40984.0,42000.0,-0.05947276949882507,-4.514126777648926,-2.3071184158325195
3.9326772689819336,37599.0,45607.0,45755.0,39039.0,42000.0,-0.06795912235975266,-4.522397518157959,-2.366278886795044
3.952483892440796,35725.0,44867.0,43819.0,43589.0,42000.0,-0.05375057831406593,-4.465975284576416,-2.402749538421631
3.97275447845459,38644.0,43278.0,46180.0,39898.0,42000.0,-0.08256720006465912,-4.467808246612549,-2.433706283569336
3.9920947551727295,36613.0,45927.0,43087.0,42373.0,42000.0,-0.06383317708969116,-4.470084190368652,-2.4337825775146484
4.012878179550171,36258.0,46070.0,43158.0,42514.0,42000.0,-0.018653182312846184,-4.501062393188477,-2.3598380088806152
4.0321409702301025,35103.0,47291.0,44137.0,41469.0,42000.0,0.03797410428524017,-4.526119232177734,-2.3445236682891846
4.052816152572632,36742.0,44718.0,42704.0,43836.0,42000.0,0.012732031755149364,-4.489458084106445,-2.3926026821136475
4.072901487350464,36182.0,45030.0,43168.0,43620.0,42000.0,-0.027725188061594963,-4.5103068351745605,-2.5539567470550537
4.091398000717163,35995.0,46473.0,43741.0,41791.0,39000.0,-0.019360864534974098,-4.491641998291016,-2.4912941455841064
4.112123250961304,35415.0,40829.0,37927.0,41829.0,39000.0,-0.008727126754820347,-4.452799320220947,-2.5445563793182373
4.131612539291382,31657.0,44643.0,41901.0,37799.0,39000.0,0.053302690386772156,-4.145886421203613,-2.5050032138824463
4.152713060379028,31288.0,44912.0,41880.0,37920.0,39000.0,0.018569396808743477,-3.445819854736328,-2.610952377319336
4.173011064529419,31173.0,44215.0,41907.0,38705.0,39000.0,-0.09678349643945694,-2.710179567337036,-2.725745677947998
4.193218946456909,32788.0,42398.0,40464.0,40350.0,39000.0,-0.20278427004814148,-2.1071255207061768,-2.809624195098877
4.211944818496704,34435.0,42007.0,38831.0,40727.0,39000.0,-0.19726066291332245,-1.6838370561599731,-2.804346799850464
4.231776237487793,33459.0,43133.0,40013.0,39395.0,39000.0,-0.17598582804203033,-1.408692717552185,-2.7972443103790283
4.253542184829712,33401.0,43099.0,39993.0,39507.0,39000.0,-0.11417733132839203,-1.135846734046936,-2.8562111854553223
4.272745132446289,33991.0,43897.0,39439.0,38673.0,39000.0,0.013927984051406384,-0.7740045189857483,-2.9012532234191895
4.29240345954895,33243.0,41883.0,40019.0,40855.0,39000.0,0.011249869130551815,-0.520922839641571,-2.9252169132232666
4.312249422073364,32276.0,43096.0,40994.0,39634.0,39000.0,-0.012152296490967274,-0.3445666432380676,-2.8960676193237305
4.331912994384766,32604.0,42808.0,40814.0,39774.0,39000.0,-0.013890483416616917,-0.2753145694732666,-2.933532476425171
4.352680444717407,32469.0,43003.0,40743.0,39785.0,39000.0,-0.032120976597070694,-0.2014165073633194,-2.9044034481048584
4.371736526489258,33025.0,44563.0,40201.0,38211.0,39000.0,-0.002304604509845376,-0.1702204793691635,-2.9388749599456787
4.39206337928772,32462.0,44232.0,40744.0,38562.0,39000.0,0.03451984375715256,-0.09260527044534683,-2.9167122840881348
4.411793947219849,32869.0,44285.0,40287.0,38559.0,39000.0,0.08286914229393005,-0.03475039824843407,-2.8966448307037354
4.43315863609314,32187.0,43795.0,40721.0,39297.0,39000.0,0.17215323448181152,0.04160286486148834,-2.885629177093506
4.451893329620361,31470.0,43792.0,41446.0,39292.0,39000.0,0.2094511091709137,0.07152246683835983,-2.888015031814575
4.471996068954468,32556.0,43388.0,40108.0,39948.0,39000.0,0.2152818739414215,0.07464350014925003,-2.9010345935821533
4.492978096008301,32504.0,42624.0,39948.0,40924.0,39000.0,0.23364917933940887,0.06218131259083748,-2.9302473068237305
4.51164984703064,31794.0,43716.0,40436.0,40054.0,39000.0,0.025400348007678986,0.23113323748111725,-2.964604139328003
4.531330108642578,31886.0,45292.0,40140.0,38682.0,39000.0,-0.43625566363334656,0.551967203617096,-3.014023780822754
4.552104473114014,31826.0,44792.0,39962.0,39420.0,39000.0,-0.8885834813117981,1.0363072156906128,-3.0627622604370117
4.571903944015503,33207.0,44017.0,38517.0,40259.0,39000.0,-1.2087522745132446,1.396358847618103,-3.11502742767334
4.592792272567749,34299.0,42491.0,37665.0,41545.0,39000.0,-1.425157904624939,1.3793690204620361,-3.1629371643066406
4.612901449203491,30906.0,40044.0,34990.0,38060.0,36000.0,-1.5812479257583618,1.3618533611297607,-3.1878838539123535
4.631913661956787,29908.0,40374.0,35768.0,37950.0,36000.0,-1.636529803276062,1.3930537700653076,-3.2297585010528564
4.653238773345947,30257.0,41321.0,35353.0,37069.0,36000.0,-1.611582636833191,1.532010793685913,-3.2682077884674072
4.672264099121094,29609.0,41169.0,35599.0,37623.0,36000.0,-1.6682425737380981,1.5743427276611328,-3.3156065940856934
4.692905426025391,30234.0,41482.0,34374.0,37910.0,36000.0,-1.5724778175354004,1.4461179971694946,-3.414313316345215
4.711251974105835,29960.0,40646.0,34162.0,39232.0,36000.0,-2.012725591659546,1.1982215642929077,-3.5532820224761963
