time,x_kalman,y_kalman,z_kalman,x_lh,y_lh,z_lh,roll,pitch,yaw,target.x,target.y,target.z,target.vx,target.vy,target.vz,target.ax,target.ay,target.az,target.roll,target.pitch,target.yaw,motor.m1,motor.m2,motor.m3,motor.m4,rpm.m1,rpm.m2,rpm.m3,rpm.m4,controller.cmd_thrust,controller.cmd_roll,controller.cmd_pitch,controller.cmd_yaw
1.281,0.011251835152506828,-0.007937992922961712,0.30021902918815613,0.0,0.0,0.0,1.757272481918335,2.230545997619629,-1.5698630809783936,0.05000000074505806,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34445.0,39023.0,33685.0,35443.0,0,0,0,0,35665.88671875,-3011.0,-3853.0,-1445.0
1.3,0.013763651251792908,-0.006168717984110117,0.30908042192459106,0.0,0.0,0.0,1.8060276508331299,2.001338481903076,-1.5664852857589722,0.05000000074505806,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31450.0,40670.0,36972.0,33728.0,0,0,0,0,35936.9140625,-1411.0,-6884.0,-1285.0
1.32,0.017334258183836937,-0.0020387026015669107,0.31758344173431396,0.0,0.0,0.0,1.7928118705749512,1.741365909576416,-1.5569977760314941,0.10000000149011612,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32950.0,41076.0,35970.0,33948.0,0,0,0,0,36058.74609375,-1224.0,-3777.0,-1344.0
1.34,0.01910417154431343,-0.0008570999489165843,0.3246004283428192,0.0,0.0,0.0,1.833726406097412,1.5850906372070312,-1.5389012098312378,0.10000000149011612,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34400.0,39842.0,34966.0,35340.0,0,0,0,0,36094.3125,-1982.0,-2173.0,-1138.0
1.36,0.020960625261068344,0.00044601495028473437,0.3322907090187073,0.0,0.0,0.0,1.8289185762405396,1.3611066341400146,-1.520511269569397,0.10000000149011612,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35524.0,39620.0,34006.0,35534.0,0,0,0,0,36249.6015625,-1995.0,-2148.0,-1071.0
1.38,0.023325610905885696,0.0013182512484490871,0.34033897519111633,0.0,0.0,0.0,1.8402599096298218,0.9524188041687012,-1.4908106327056885,0.10000000149011612,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34187.0,39971.0,35697.0,35517.0,0,0,0,0,36034.6484375,-3190.0,-2649.0,-1103.0
1.4,0.025041425600647926,0.002106421161442995,0.34735652804374695,0.0,0.0,0.0,1.8744962215423584,0.48849183320999146,-1.4581416845321655,0.10000000149011612,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31560.0,42440.0,37770.0,32654.0,0,0,0,0,36190.5,-1730.0,-4908.0,-1086.0
1.42,0.024974433705210686,0.002461389172822237,0.35637712478637695,0.0,0.0,0.0,1.8923490047454834,0.12129174917936325,-1.4255670309066772,0.15000000596046448,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33089.0,39659.0,36699.0,35649.0,0,0,0,0,36368.48828125,-1467.0,-1733.0,-1106.0
1.44,0.026827331632375717,0.0024964590556919575,0.3629109859466553,0.0,0.0,0.0,1.8609707355499268,-0.18846455216407776,-1.397469162940979,0.15000000596046448,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33601.0,39853.0,36611.0,36047.0,0,0,0,0,36610.7734375,-3130.0,14.0,-1112.0
1.46,0.03038724511861801,0.0013623263221234083,0.3686545193195343,0.0,0.0,0.0,1.7976230382919312,-0.6308962106704712,-1.3764350414276123,0.15000000596046448,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35510.0,40300.0,35100.0,35890.0,0,0,0,0,36782.6640625,-1843.0,-1548.0,-1039.0
1.48,0.0335410051047802,0.0002549061900936067,0.3744629919528961,0.0,0.0,0.0,1.6965731382369995,-1.2018678188323975,-1.3512088060379028,0.15000000596046448,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34945.0,39257.0,35773.0,36965.0,0,0,0,0,36841.62109375,-2310.0,-591.0,-991.0
1.5,0.03193386644124985,0.00284363329410553,0.38069841265678406,0.0,0.0,0.0,1.53219473361969,-1.6703294515609741,-1.307491421699524,0.15000000596046448,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33149.0,41561.0,38063.0,34931.0,0,0,0,0,37001.14453125,-617.0,-7954.0,-1061.0
1.52,0.04327654466032982,0.004108774475753307,0.385894775390625,0.0,0.0,0.0,1.3549247980117798,-2.287182092666626,-1.3035287857055664,0.20000000298023224,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34895.0,40395.0,36319.0,36647.0,0,0,0,0,37649.61328125,-1939.0,-3326.0,-1385.0
1.54,0.04244337975978851,0.004316756036132574,0.38819026947021484,0.0,0.0,0.0,1.2098520994186401,-2.448986530303955,-1.2708097696304321,0.20000000298023224,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36725.0,41681.0,35915.0,36575.0,0,0,0,0,37792.27734375,-1388.0,-783.0,-1257.0
1.56,0.04647817462682724,-0.006105210166424513,0.3926261365413666,0.0,0.0,0.0,1.2208420038223267,-2.694500684738159,-1.2665976285934448,0.20000000298023224,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36614.0,40422.0,36534.0,37842.0,0,0,0,0,38036.51171875,-587.0,-3788.0,-940.0
1.58,0.04902389273047447,-0.0067200553603470325,0.3968580961227417,0.0,0.0,0.0,1.0553092956542969,-3.0252978801727295,-1.2499628067016602,0.20000000298023224,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35912.0,41316.0,37352.0,37760.0,0,0,0,0,38120.3046875,-172.0,-2842.0,-1364.0
1.6,0.05224522575736046,-0.0075312829576432705,0.40011531114578247,0.0,0.0,0.0,0.8030645847320557,-3.3670144081115723,-1.2222999334335327,0.20000000298023224,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33809.0,43965.0,39603.0,35199.0,0,0,0,0,38010.86328125,-2342.0,-7175.0,-1345.0
1.62,0.054902803152799606,-0.00806130189448595,0.4039399027824402,0.0,0.0,0.0,0.49221596121788025,-3.6352181434631348,-1.2182599306106567,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34538.0,43828.0,38444.0,35250.0,0,0,0,0,38012.1015625,-2071.0,-2000.0,-1676.0
1.64,0.05832824110984802,-0.011133701540529728,0.40849044919013977,0.0,0.0,0.0,0.2542461156845093,-3.6957976818084717,-1.2127892971038818,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36769.0,41695.0,36153.0,37391.0,0,0,0,0,37982.875,-1156.0,-1739.0,-1696.0
1.66,0.062266767024993896,-0.012294926680624485,0.41218990087509155,0.0,0.0,0.0,0.01816820539534092,-3.815363883972168,-1.228550672531128,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36355.0,41887.0,36667.0,37247.0,0,0,0,0,38014.77734375,-751.0,-2289.0,-1703.0
1.68,0.06609635055065155,-0.013844996690750122,0.4154073894023895,0.0,0.0,0.0,-0.20518523454666138,-4.09457540512085,-1.2424167394638062,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36591.0,40913.0,36335.0,38109.0,0,0,0,0,37966.37890625,-1738.0,-3899.0,-1697.0
1.7,0.07020348310470581,-0.01479934062808752,0.4189472198486328,0.0,0.0,0.0,-0.43523427844047546,-4.349952220916748,-1.2544453144073486,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33652.0,43688.0,38742.0,35046.0,0,0,0,0,37759.5546875,-1295.0,-6411.0,-1770.0
1.72,0.07469619065523148,-0.01660565473139286,0.42334529757499695,0.0,0.0,0.0,-0.6483352780342102,-4.4492411613464355,-1.2682440280914307,0.30000001192092896,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34853.0,42165.0,37309.0,36605.0,0,0,0,0,37703.7109375,-502.0,-5012.0,-1867.0
1.74,0.078843854367733,-0.017551548779010773,0.42687100172042847,0.0,0.0,0.0,-0.8725608587265015,-4.420669078826904,-1.2816624641418457,0.30000001192092896,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35796.0,40076.0,36040.0,38816.0,0,0,0,0,37386.5390625,-1799.0,-2212.0,-2166.0
1.76,0.08414660394191742,-0.018606266006827354,0.43178361654281616,0.0,0.0,0.0,-1.0818467140197754,-4.417013645172119,-1.3042553663253784,0.30000001192092896,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35600.0,41860.0,35644.0,36340.0,0,0,0,0,37344.49609375,-628.0,-1184.0,-2138.0
1.78,0.08902109414339066,-0.02027183584868908,0.4353461265563965,0.0,0.0,0.0,-1.2790777683258057,-4.545481204986572,-1.3411791324615479,0.30000001192092896,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33997.0,43357.0,37059.0,34887.0,0,0,0,0,37231.22265625,-2225.0,-2314.0,-2144.0
1.8,0.09312723577022552,-0.02098728157579899,0.4388469457626343,0.0,0.0,0.0,-1.4173191785812378,-4.700840950012207,-1.3719314336776733,0.30000001192092896,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31933.0,44841.0,38907.0,33255.0,0,0,0,0,37250.59375,-1894.0,-6799.0,-2223.0
1.82,0.09859097003936768,-0.02132495865225792,0.4427241384983063,0.0,0.0,0.0,-1.500510334968567,-4.685935974121094,-1.402516484260559,0.3499999940395355,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33946.0,41848.0,36934.0,36352.0,0,0,0,0,37167.42578125,-1847.0,-4608.0,-2139.0
1.84,0.10338182002305984,-0.021781587973237038,0.44621163606643677,0.0,0.0,0.0,-1.5728418827056885,-4.49256706237793,-1.4309720993041992,0.3499999940395355,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34283.0,40125.0,36483.0,37889.0,0,0,0,0,37222.7109375,-713.0,-1419.0,-2118.0
1.86,0.10944123566150665,-0.021267449483275414,0.4501236379146576,0.0,0.0,0.0,-1.6875094175338745,-4.416415691375732,-1.459695816040039,0.3499999940395355,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34961.0,41445.0,35887.0,36735.0,0,0,0,0,37286.78515625,-2238.0,-2756.0,-2054.0
1.88,0.11624366044998169,-0.020620983093976974,0.45321473479270935,0.0,0.0,0.0,-1.8224916458129883,-4.5360822677612305,-1.4886285066604614,0.3499999940395355,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33764.0,42080.0,36942.0,36086.0,0,0,0,0,37243.58203125,-2032.0,-4074.0,-2000.0
1.9,0.12456759810447693,-0.02110232040286064,0.4567054808139801,0.0,0.0,0.0,-1.8482935428619385,-4.6383442878723145,-1.5082484483718872,0.3499999940395355,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33433.0,43261.0,37279.0,35079.0,0,0,0,0,37263.31640625,-2679.0,-7499.0,-1900.0
1.92,0.1315516233444214,-0.021329930052161217,0.4595956802368164,0.0,0.0,0.0,-1.8127596378326416,-4.570717811584473,-1.5237724781036377,0.4000000059604645,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33994.0,42770.0,37056.0,35888.0,0,0,0,0,37427.50390625,-1848.0,-3541.0,-1893.0
1.94,0.13723932206630707,-0.02174355275928974,0.46194514632225037,0.0,0.0,0.0,-1.7498291730880737,-4.309077739715576,-1.538614273071289,0.4000000059604645,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35137.0,41295.0,36077.0,37531.0,0,0,0,0,37510.4375,-1848.0,-2445.0,-1875.0
1.96,0.14387668669223785,-0.022104009985923767,0.46451106667518616,0.0,0.0,0.0,-1.6984120607376099,-4.120468616485596,-1.5547072887420654,0.4000000059604645,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35489.0,41743.0,35925.0,37187.0,0,0,0,0,37586.40234375,-1491.0,-2437.0,-1877.0
1.98,0.15212731063365936,-0.021538875997066498,0.4653300940990448,0.0,0.0,0.0,-1.6841809749603271,-4.072446346282959,-1.5725129842758179,0.4000000059604645,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35193.0,41739.0,36893.0,38155.0,0,0,0,0,37995.65234375,-656.0,-3326.0,-1971.0
2.0,0.16191650927066803,-0.02150370553135872,0.46742627024650574,0.0,0.0,0.0,-1.6332744359970093,-4.050992488861084,-1.5822759866714478,0.4000000059604645,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33032.0,45048.0,39116.0,35164.0,0,0,0,0,38090.44921875,-1636.0,-5692.0,-2044.0
2.021,0.17147964239120483,-0.021341245621442795,0.4694042205810547,0.0,0.0,0.0,-1.5389260053634644,-3.8967576026916504,-1.5970215797424316,0.44999998807907104,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34772.0,43914.0,37682.0,36704.0,0,0,0,0,38268.56640625,-1792.0,-4876.0,-2004.0
2.04,0.17932312190532684,-0.020436864346265793,0.4706946909427643,0.0,0.0,0.0,-1.435608983039856,-3.5844335556030273,-1.6200895309448242,0.44999998807907104,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35518.0,42950.0,37088.0,37608.0,0,0,0,0,38291.45703125,-2358.0,-4341.0,-1987.0
2.06,0.18247251212596893,-0.02077585831284523,0.4716007113456726,0.0,0.0,0.0,-1.3669596910476685,-3.4186220169067383,-1.6259478330612183,0.44999998807907104,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35729.0,43149.0,36505.0,37329.0,0,0,0,0,38178.91796875,-1636.0,-3279.0,-2004.0
2.08,0.19131110608577728,-0.021513624116778374,0.4739615321159363,0.0,0.0,0.0,-1.2537221908569336,-3.235589027404785,-1.6365687847137451,0.44999998807907104,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35088.0,44458.0,37164.0,35882.0,0,0,0,0,38148.06640625,-1963.0,-5024.0,-2024.0
2.1,0.19975696504116058,-0.021439475938677788,0.4757615923881531,0.0,0.0,0.0,-1.1488510370254517,-3.13919734954834,-1.6494686603546143,0.44999998807907104,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33488.0,45028.0,39268.0,35784.0,0,0,0,0,38392.02734375,-1353.0,-7615.0,-2090.0
2.12,0.2064676433801651,-0.020656805485486984,0.47615572810173035,0.0,0.0,0.0,-1.027662992477417,-2.965874433517456,-1.6548240184783936,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34146.0,44702.0,38356.0,36380.0,0,0,0,0,38396.60546875,-1978.0,-4893.0,-2096.0
2.14,0.2156773954629898,-0.01973356306552887,0.47775372862815857,0.0,0.0,0.0,-0.9165121912956238,-2.656747817993164,-1.6578625440597534,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35053.0,43753.0,37603.0,37135.0,0,0,0,0,38386.4609375,-1313.0,-3084.0,-2049.0
2.16,0.2261693775653839,-0.01893080584704876,0.479196697473526,0.0,0.0,0.0,-0.8251840472221375,-2.3416645526885986,-1.6801667213439941,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36193.0,43471.0,36281.0,37339.0,0,0,0,0,38321.48046875,-1662.0,-3522.0,-2103.0
2.18,0.23350954055786133,-0.019605178385972977,0.48078855872154236,0.0,0.0,0.0,-0.7198570370674133,-2.167344093322754,-1.6929882764816284,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34838.0,43014.0,37624.0,37612.0,0,0,0,0,38272.13671875,-2666.0,-3514.0,-2027.0
2.2,0.24256394803524017,-0.017887765541672707,0.4823804795742035,0.0,0.0,0.0,-0.6227620840072632,-2.1300675868988037,-1.7068077325820923,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33193.0,45437.0,38809.0,34817.0,0,0,0,0,38064.44140625,-2121.0,-6757.0,-2062.0
2.22,0.2517818212509155,-0.016169032081961632,0.48474353551864624,0.0,0.0,0.0,-0.5163607597351074,-2.0193772315979004,-1.7165672779083252,0.550000011920929,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33754.0,43822.0,37838.0,36542.0,0,0,0,0,37989.83203125,-2179.0,-4375.0,-2157.0
2.24,0.2602855861186981,-0.016203539445996284,0.48645326495170593,0.0,0.0,0.0,-0.40331560373306274,-1.825670599937439,-1.7136906385421753,0.550000011920929,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35701.0,42617.0,36027.0,37395.0,0,0,0,0,37935.36328125,-1446.0,-1913.0,-2059.0
2.26,0.27066120505332947,-0.017152799293398857,0.4880458116531372,0.0,0.0,0.0,-0.2885451018810272,-1.597407341003418,-1.7243781089782715,0.550000011920929,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34685.0,43179.0,36945.0,36691.0,0,0,0,0,37875.55859375,-2131.0,-1830.0,-2103.0
2.28,0.2806583046913147,-0.016928112134337425,0.4897618293762207,0.0,0.0,0.0,-0.20478592813014984,-1.497681736946106,-1.7264970541000366,0.550000011920929,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34962.0,43128.0,36244.0,36662.0,0,0,0,0,37749.47265625,-1256.0,-4083.0,-2131.0
2.3,0.2900862991809845,-0.016615163534879684,0.49201375246047974,0.0,0.0,0.0,-0.15090656280517578,-1.5077204704284668,-1.7237342596054077,0.550000011920929,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33886.0,45148.0,37478.0,34424.0,0,0,0,0,37734.70703125,-2074.0,-8957.0,-2094.0
2.32,0.2984618842601776,-0.01641865260899067,0.493760883808136,0.0,0.0,0.0,-0.06269122660160065,-1.4111584424972534,-1.728190302848816,0.6000000238418579,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33233.0,44305.0,38377.0,35461.0,0,0,0,0,37844.3125,-1852.0,-4368.0,-2085.0
2.34,0.3079795837402344,-0.01527387835085392,0.4948870539665222,0.0,0.0,0.0,0.0009122014162130654,-1.2280375957489014,-1.727530598640442,0.6000000238418579,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34742.0,41224.0,36652.0,38894.0,0,0,0,0,37878.86328125,-752.0,-1892.0,-2143.0
2.36,0.31790539622306824,-0.013853629119694233,0.49645885825157166,0.0,0.0,0.0,0.044212792068719864,-1.007321834564209,-1.7258681058883667,0.6000000238418579,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34737.0,43791.0,36911.0,36165.0,0,0,0,0,37901.5390625,-1904.0,-2077.0,-2073.0
2.38,0.32831090688705444,-0.013953580521047115,0.49797749519348145,0.0,0.0,0.0,0.047581836581230164,-0.9425102472305298,-1.733620285987854,0.6000000238418579,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35498.0,42190.0,36306.0,37574.0,0,0,0,0,37892.55078125,-2004.0,-4385.0,-2021.0
2.4,0.3393981158733368,-0.012508446350693703,0.499437153339386,0.0,0.0,0.0,0.0501498207449913,-1.0239731073379517,-1.732398271560669,0.6000000238418579,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32648.0,45226.0,38980.0,34738.0,0,0,0,0,37898.2890625,-2512.0,-8832.0,-2101.0
2.42,0.34962642192840576,-0.011268284171819687,0.5009137988090515,0.0,0.0,0.0,0.10828784108161926,-1.0314030647277832,-1.71774423122406,0.6499999761581421,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34215.0,43705.0,37281.0,36479.0,0,0,0,0,37920.63671875,-1004.0,-3774.0,-2151.0
2.441,0.35769808292388916,-0.011972440406680107,0.5023065209388733,0.0,0.0,0.0,0.18075042963027954,-0.9123437404632568,-1.707741618156433,0.6499999761581421,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34476.0,42948.0,37236.0,37132.0,0,0,0,0,37948.796875,-2170.0,-4354.0,-2085.0
2.461,0.3673366606235504,-0.010185678489506245,0.5036352872848511,0.0,0.0,0.0,0.20108895003795624,-0.7545910477638245,-1.7141268253326416,0.6499999761581421,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35016.0,42900.0,36734.0,37258.0,0,0,0,0,37977.359375,-3438.0,-4262.0,-2126.0
2.481,0.37819716334342957,-0.010450243018567562,0.5047957897186279,0.0,0.0,0.0,0.20239976048469543,-0.7712606191635132,-1.7107529640197754,0.6499999761581421,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33959.0,43299.0,37633.0,37081.0,0,0,0,0,37993.67578125,-3149.0,-4060.0,-2215.0
2.501,0.3861011564731598,-0.009697633795440197,0.5060361623764038,0.0,0.0,0.0,0.20176665484905243,-0.8085304498672485,-1.701876163482666,0.6499999761581421,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33704.0,44490.0,37836.0,35642.0,0,0,0,0,37918.65625,-2157.0,-8376.0,-2154.0
2.521,0.39667364954948425,-0.010225731879472733,0.5077686905860901,0.0,0.0,0.0,0.23683658242225647,-0.8269118666648865,-1.7058244943618774,0.699999988079071,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34457.0,43379.0,37065.0,36947.0,0,0,0,0,37962.04296875,-2133.0,-4766.0,-2235.0
2.541,0.4068700969219208,-0.008934663608670235,0.5090131759643555,0.0,0.0,0.0,0.29888716340065,-0.7259302139282227,-1.708998203277588,0.699999988079071,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34957.0,43063.0,36625.0,37287.0,0,0,0,0,37983.3359375,-616.0,-2988.0,-2211.0
2.561,0.41624778509140015,-0.009529882110655308,0.5100903511047363,0.0,0.0,0.0,0.3496403396129608,-0.5658654570579529,-1.7118626832962036,0.699999988079071,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35664.0,42440.0,36164.0,37812.0,0,0,0,0,38020.87109375,-2167.0,-2595.0,-2053.0
2.581,0.4262423813343048,-0.008574945852160454,0.5111668705940247,0.0,0.0,0.0,0.34955281019210815,-0.5588188767433167,-1.7202435731887817,0.699999988079071,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34375.0,42993.0,37311.0,36877.0,0,0,0,0,37889.83203125,-1809.0,-3583.0,-2035.0
2.601,0.4341578185558319,-0.008706423453986645,0.5129172205924988,0.0,0.0,0.0,0.33712038397789,-0.696427047252655,-1.71186363697052,0.699999988079071,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34286.0,43270.0,37248.0,36768.0,0,0,0,0,37893.20703125,-1311.0,-6244.0,-2114.0
2.621,0.44329559803009033,-0.008812799118459225,0.5140109062194824,0.0,0.0,0.0,0.33339521288871765,-0.7867770195007324,-1.687077522277832,0.75,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34016.0,43440.0,37584.0,36648.0,0,0,0,0,37922.87890625,-2224.0,-6203.0,-2182.0
2.641,0.45314469933509827,-0.007836874574422836,0.5150400996208191,0.0,0.0,0.0,0.3153226971626282,-0.7281308174133301,-1.6743825674057007,0.75,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33876.0,42736.0,37768.0,37356.0,0,0,0,0,37934.44921875,-1467.0,-3527.0,-2093.0
2.661,0.4595520794391632,-0.00753417331725359,0.5160620212554932,0.0,0.0,0.0,0.26846322417259216,-0.5945923924446106,-1.6656416654586792,0.75,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36120.0,42576.0,35544.0,37516.0,0,0,0,0,37939.7109375,-1953.0,-2534.0,-2147.0
2.681,0.47054237127304077,-0.008079462684690952,0.5170299410820007,0.0,0.0,0.0,0.19150729477405548,-0.5765734910964966,-1.6560477018356323,0.75,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35209.0,41971.0,36459.0,37905.0,0,0,0,0,37886.88671875,-3202.0,-3817.0,-2171.0
2.701,0.47981661558151245,-0.006755208130925894,0.518197774887085,0.0,0.0,0.0,0.11227177828550339,-0.7297285199165344,-1.6457127332687378,0.75,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34664.0,42188.0,37148.0,37596.0,0,0,0,0,37899.9140625,-2210.0,-7616.0,-2030.0
2.721,0.4909360706806183,-0.004828138276934624,0.51914381980896,0.0,0.0,0.0,0.08316086232662201,-0.9054586887359619,-1.6336560249328613,0.800000011920929,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32733.0,44033.0,38459.0,35431.0,0,0,0,0,37664.5234375,-1185.0,-5696.0,-2105.0
2.741,0.5007904767990112,-0.0053767128847539425,0.5214507579803467,0.0,0.0,0.0,0.11620545387268066,-0.9381934404373169,-1.6120868921279907,0.800000011920929,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34978.0,42232.0,36044.0,37330.0,0,0,0,0,37646.16015625,-1671.0,-3529.0,-2059.0
2.76,0.509606659412384,-0.006168545223772526,0.5224928855895996,0.0,0.0,0.0,0.08469068259000778,-0.8508917689323425,-1.5934821367263794,0.800000011920929,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35293.0,42341.0,36509.0,37513.0,0,0,0,0,37914.56640625,-1199.0,-2088.0,-2024.0
2.78,0.5191866755485535,-0.006142588332295418,0.5220909118652344,0.0,0.0,0.0,0.048255302011966705,-0.8120163083076477,-1.5856359004974365,0.800000011920929,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35262.0,41272.0,36578.0,38772.0,0,0,0,0,37971.33203125,-3679.0,-3814.0,-2098.0
2.8,0.5268036127090454,-0.006102495826780796,0.5229151844978333,0.0,0.0,0.0,0.03051803633570671,-0.9159327745437622,-1.5626716613769531,0.800000011920929,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34430.0,43486.0,37536.0,36648.0,0,0,0,0,38025.8359375,-1924.0,-6957.0,-2034.0
