time,x_kalman,y_kalman,z_kalman,x_lh,y_lh,z_lh,roll,pitch,yaw,F,R,Z,motor.m1,motor.m2,motor.m3,motor.m4,rpm.m1,rpm.m2,rpm.m3,rpm.m4,controller.cmd_thrust,controller.cmd_roll,controller.cmd_pitch,controller.cmd_yaw
0.0,-0.0006769943865947425,-0.001568311476148665,0.009300142526626587,0.0,0.0,0.0,-1.908345103263855,-0.3738648593425751,0.013610112480819225,0.0005172215751372278,2.8727142810821533,0.009299407713115215,53575.0,54673.0,56993.0,55599.0,0,0,0,0,55210.203125,2177.0,599.0,145.0
0.02,-0.0006528334924951196,-0.0006450748187489808,0.00909730140119791,0.0,0.0,0.0,-1.949264407157898,-0.36939388513565063,0.015047618187963963,0.0005180163425393403,2.8727152347564697,0.00910178106278181,54060.0,56126.0,56552.0,54866.0,0,0,0,0,55401.23046875,2562.0,1464.0,3.0
0.04,-0.0001966253184946254,-0.0010009835241362453,0.009297109209001064,0.0,0.0,0.0,-1.8901196718215942,-0.3307745158672333,0.015997949987649918,0.0005156362312845886,2.873514175415039,0.009297109209001064,58294.0,58154.0,53916.0,53648.0,0,0,0,0,56003.0859375,-4410.0,-3598.0,95.0
0.06,-0.0010994111653417349,-0.0013351193629205227,0.009194056503474712,0.0,0.0,0.0,-1.786177635192871,-0.26808086037635803,0.03612635284662247,0.0005155386752448976,2.87351393699646,0.009178059175610542,58709.0,60507.0,52973.0,52667.0,0,0,0,0,56214.2109375,-5622.0,-1636.0,-434.0
0.08,-0.000763613497838378,0.00047829007962718606,0.010346021503210068,0.0,0.0,0.0,-1.2536156177520752,0.07613237202167511,0.01871548593044281,0.00046254752669483423,2.8734872341156006,0.010207648389041424,52863.0,54139.0,55203.0,55815.0,0,0,0,0,54505.01953125,1801.0,480.0,-512.0
0.1,-0.0010148935252800584,0.0033343809191137552,0.011786512099206448,0.0,0.0,0.0,-0.697054922580719,0.3927628993988037,-0.05164839327335358,0.0004370452952571213,2.874340057373047,0.011520693078637123,48899.0,54969.0,52987.0,49777.0,0,0,0,0,51658.99609375,-2809.0,-762.0,-852.0
0.12,-0.008583101443946362,0.007984834723174572,0.017433229833841324,0.0,0.0,0.0,-0.6130051016807556,1.0026646852493286,-0.1405668556690216,0.0003382822033017874,2.873610019683838,0.010608994401991367,42495.0,54251.0,53171.0,44907.0,0,0,0,0,48706.5390625,336.0,-9389.0,-850.0
0.14,-0.026371898129582405,0.005895145237445831,0.01840086467564106,0.0,0.0,0.0,-0.12776871025562286,1.8628356456756592,-0.27138423919677734,0.00010355127596994862,2.8733277320861816,0.018048234283924103,43372.0,46170.0,44028.0,45494.0,0,0,0,0,44766.859375,-1118.0,-3024.0,-1015.0
0.16,-0.029944442212581635,0.0025526375975459814,0.0318189412355423,0.0,0.0,0.0,0.3595348000526428,1.7818284034729004,-0.4022151827812195,0.0002681129553820938,2.872643232345581,0.03207247704267502,39320.0,42408.0,39638.0,40850.0,0,0,0,0,40554.265625,-1118.0,-2774.0,-1076.0
0.18,-0.03825549781322479,-0.006603693589568138,0.04452662542462349,0.0,0.0,0.0,1.0268752574920654,1.3580574989318848,-0.536641001701355,0.027401166036725044,2.872260093688965,0.04461158439517021,34133.0,37715.0,38799.0,39881.0,0,0,0,0,37632.3515625,4803.0,907.0,-1178.0
0.2,-0.04306643083691597,0.0009639454074203968,0.060316551476716995,0.0,0.0,0.0,0.7568231821060181,0.6536261439323425,-0.6108275055885315,0.02804400771856308,2.8724184036254883,0.061000775545835495,30665.0,36215.0,36783.0,37069.0,0,0,0,0,35183.125,3237.0,-2228.0,-1484.0
0.22,-0.039685431867837906,0.004775655455887318,0.07063338160514832,0.0,0.0,0.0,0.4728056788444519,-0.001571553642861545,-0.6735196709632874,0.023366160690784454,2.8741772174835205,0.07135076820850372,33044.0,35582.0,33416.0,36978.0,0,0,0,0,34755.515625,1728.0,109.0,-1502.0
0.24,-0.0432547964155674,0.008625395596027374,0.09049471467733383,0.0,0.0,0.0,0.02862785942852497,-1.1499921083450317,-0.8879386186599731,0.01891327276825905,2.874601364135742,0.09101922065019608,31852.0,35786.0,31440.0,33390.0,0,0,0,0,33117.66015625,-890.0,179.0,-1460.0
