time,x_kalman,y_kalman,z_kalman,x_lh,y_lh,z_lh,roll,pitch,yaw,F,R,Z,B,C,X,S,T,Y,motor.m1,motor.m2,motor.m3,motor.m4,rpm.m1,rpm.m2,rpm.m3,rpm.m4,controller.cmd_thrust,controller.cmd_roll,controller.cmd_pitch,controller.cmd_yaw
0.203,-0.000375220988644287,0.00017958968237508088,0.009485562331974506,0.0,0.0,0.0,-1.2612988948822021,0.17704442143440247,-0.045655496418476105,-0.007526859175413847,2.8676888942718506,0.009490709751844406,-0.6360429525375366,0.235957071185112,-5.121439244248904e-05,-0.22448815405368805,0.4075123369693756,-0.0002294511505169794,32995.0,33479.0,35355.0,36215.0,0,0,0,0,34511.98046875,1865.0,-5352.0,-281.0
0.22,0.00018748108414001763,0.003234662115573883,0.010296210646629333,0.0,0.0,0.0,-1.36925208568573,0.157244011759758,-0.02489718794822693,-0.0075692348182201385,2.8677124977111816,0.010372437536716461,-0.6353117823600769,0.23668818175792694,0.0008032764890231192,-0.22223065793514252,0.40976983308792114,0.0030008216854184866,33275.0,37719.0,34815.0,32227.0,0,0,0,0,34509.6953125,-1093.0,-1529.0,-556.0
0.24,0.0007769432268105447,0.004622720181941986,0.010435708798468113,0.0,0.0,0.0,-1.3215888738632202,0.12805207073688507,-0.06266757100820541,-0.007570571731775999,2.8677115440368652,0.010572214610874653,-0.6351215243339539,0.23687845468521118,0.0011289524845778942,-0.2215014398097992,0.4104990065097809,0.004898176062852144,34364.0,35932.0,32928.0,33748.0,0,0,0,0,34069.046875,-2556.0,-3227.0,-561.0
0.26,0.0009984045755118132,0.005511235445737839,0.010749478824436665,0.0,0.0,0.0,-1.0627676248550415,0.21725797653198242,-0.12926793098449707,-0.007571120280772448,2.867711305618286,0.011011520400643349,-0.6350846886634827,0.2389153391122818,0.003050211351364851,-0.20815366506576538,0.4328463077545166,0.00959122646600008,34378.0,37866.0,32248.0,30588.0,0,0,0,0,33770.94140625,-5310.0,-4070.0,-459.0
0.28,0.0021982805337756872,0.01051061786711216,0.012002386152744293,0.0,0.0,0.0,-0.6631594300270081,0.30575573444366455,-0.20244456827640533,-0.007542860694229603,2.867568254470825,0.01234571821987629,-0.6361554265022278,0.23784463107585907,0.001978305634111166,-0.20625899732112885,0.43474099040031433,0.012479035183787346,32763.0,37417.0,33021.0,30623.0,0,0,0,0,33456.4296875,-5262.0,-4999.0,-683.0
0.3,0.0026260605081915855,0.012730586342513561,0.012928768992424011,0.0,0.0,0.0,0.061223238706588745,0.5011048316955566,-0.2579866945743561,-0.007531517185270786,2.86757493019104,0.013480287976562977,-0.6357778310775757,0.23822224140167236,0.0025561642833054066,-0.206694558262825,0.43430542945861816,0.013716929592192173,35286.0,40740.0,34796.0,32442.0,0,0,0,0,35816.1875,-6433.0,-5582.0,-816.0
0.32,0.00345769920386374,0.013303766958415508,0.014214524067938328,0.0,0.0,0.0,0.9062245488166809,0.7633246779441833,-0.32823118567466736,-0.007509851828217506,2.8675875663757324,0.01483851671218872,-0.6364086866378784,0.23759149014949799,0.0017422041855752468,-0.20855861902236938,0.4324413239955902,0.012736794538795948,33178.0,38270.0,37910.0,35982.0,0,0,0,0,36335.87890625,-194.0,-3508.0,-851.0
0.34,0.002856639213860035,0.011929677799344063,0.012582942843437195,0.0,0.0,0.0,1.7884577512741089,1.0755014419555664,-0.42399027943611145,-0.007490196265280247,2.867621421813965,0.013082978315651417,-0.6329848170280457,0.25601503252983093,0.00518475566059351,-0.1760610044002533,2.7889394760131836,0.01143308449536562,35996.0,37634.0,34386.0,36632.0,0,0,0,0,36162.14453125,-197.0,-1782.0,-1108.0
0.36,0.005258121993392706,0.010532245971262455,0.01364037673920393,0.0,0.0,0.0,2.4247887134552,1.1810476779937744,-0.519558846950531,-0.00749166077002883,2.8676207065582275,0.014250306412577629,-0.6322683691978455,0.25673142075538635,0.0063417027704417706,-0.17984353005886078,2.7851569652557373,0.007710527628660202,34174.0,38154.0,38832.0,39580.0,0,0,0,0,37685.46875,628.0,-1981.0,-1183.0
0.38,0.006321756634861231,0.006111514754593372,0.0055708372965455055,0.0,0.0,0.0,2.7269301414489746,1.1958677768707275,-0.6362550854682922,-0.007304063066840172,2.8673551082611084,0.005756944417953491,-0.6319267749786377,0.25707298517227173,0.007119076792150736,-0.18323367834091187,2.781766653060913,0.0032192447688430548,34731.0,40679.0,38085.0,37165.0,0,0,0,0,37665.65625,-1989.0,-5290.0,-1189.0
0.401,0.0072174593806266785,0.002098789904266596,0.004527034237980843,0.0,0.0,0.0,2.7357594966888428,1.2341716289520264,-0.7688508033752441,-0.0076845488511025906,2.867326498031616,0.004023056942969561,-0.6241640448570251,0.3838360011577606,0.004794430453330278,-0.18100135028362274,2.86099910736084,-0.0026612430810928345,37481.0,49727.0,42741.0,35727.0,0,0,0,0,41419.14453125,-2415.0,-7893.0,-1368.0
0.42,0.0038252740632742643,-0.0059205652214586735,-0.0008980332058854401,0.0,0.0,0.0,2.878596544265747,1.5866146087646484,-0.8779221773147583,-0.007662574760615826,2.867105007171631,-0.0009300244273617864,-0.6253941059112549,0.38260596990585327,0.003124802839010954,-0.18491414189338684,2.857086420059204,-0.008891127072274685,38010.0,46226.0,41510.0,39050.0,0,0,0,0,41199.08203125,-484.0,-2906.0,-1545.0
