time,x_kalman,y_kalman,z_kalman,x_lh,y_lh,z_lh,roll,pitch,yaw,motor.m1,motor.m2,motor.m3,motor.m4,stabilizer.thrust,stabilizer.roll,stabilizer.pitch,stabilizer.yaw
7.78,0.021809294819831848,0.5145474672317505,0.5344129800796509,0.0,0.0,0.0,0.04834500327706337,1.4691400527954102,0.11410903930664062,39962.0,41524.0,40740.0,38422.0,40162.89453125,0.0020488405134528875,1.2997061014175415,0.11402581632137299
7.8,0.017848746851086617,0.5153899788856506,0.5325556993484497,0.0,0.0,0.0,-0.01893772929906845,1.1550949811935425,0.12568899989128113,40651.0,40383.0,39947.0,39415.0,40099.2109375,-0.04350288212299347,0.9915719032287598,0.13343912363052368
7.82,0.016809239983558655,0.5160002708435059,0.532086968421936,0.0,0.0,0.0,-0.06511108577251434,0.8284772634506226,0.14539873600006104,39504.0,42006.0,41698.0,38224.0,40358.453125,-0.07417881488800049,0.6550902724266052,0.15332680940628052
7.84,0.010712169110774994,0.5159592032432556,0.5300698280334473,0.0,0.0,0.0,-0.0994621142745018,0.519549548625946,0.1622447371482849,39659.0,41585.0,41233.0,38775.0,40313.484375,-0.1171208918094635,0.3702753484249115,0.1737246811389923
7.86,0.009483655914664268,0.516448438167572,0.5295341610908508,0.0,0.0,0.0,-0.13173146545886993,0.19771502912044525,0.18056128919124603,40207.0,41497.0,40763.0,38605.0,40268.265625,-0.1482037901878357,0.06933163851499557,0.18412305414676666
7.88,0.006175068207085133,0.5179804563522339,0.530547559261322,0.0,0.0,0.0,-0.15221986174583435,-0.14264579117298126,0.19349297881126404,40456.0,40052.0,40492.0,39884.0,40221.98828125,-0.1434844434261322,-0.310840904712677,0.19530966877937317
7.9,0.0003351309569552541,0.5176123380661011,0.5284703373908997,0.0,0.0,0.0,-0.13769333064556122,-0.4818687438964844,0.2027343362569809,40019.0,41813.0,40791.0,38001.0,40156.16796875,-0.1346837729215622,-0.6319646835327148,0.20803311467170715
7.92,-0.0043038311414420605,0.5187230706214905,0.5281322598457336,0.0,0.0,0.0,-0.12609323859214783,-0.848347008228302,0.21627436578273773,40088.0,41790.0,41688.0,38866.0,40608.76953125,-0.1136910691857338,-1.0572391748428345,0.2257862687110901
7.94,-0.007832656614482403,0.5184265971183777,0.5249624848365784,0.0,0.0,0.0,-0.09251111000776291,-1.2367339134216309,0.23253723978996277,40075.0,40697.0,41729.0,39683.0,40546.546875,-0.07220478355884552,-1.3734042644500732,0.24298997223377228
7.96,-0.011259344406425953,0.5191471576690674,0.524459958076477,0.0,0.0,0.0,-0.03481832146644592,-1.4864403009414673,0.2602143883705139,40008.0,40758.0,41402.0,39680.0,40462.7734375,0.0012498123105615377,-1.6200703382492065,0.2703701853752136
