time,x_kalman,y_kalman,z_kalman,x_lh,y_lh,z_lh
0.0,-0.008168472908437252,-0.0095066474750638,0.024311941117048264,0.0012266281992197037,-0.0021747490391135216,0.0001747608184814453
0.1,-0.011125278659164906,-0.022286858409643173,0.042043332010507584,-0.003535604104399681,-0.0007657326059415936,0.044590309262275696
0.2,-0.0036223307251930237,-0.01377868838608265,0.12476412951946259,-0.003535604104399681,-0.0007657326059415936,0.044590309262275696
0.3,0.0023495724890381098,-0.01159037183970213,0.2003372609615326,-0.003535604104399681,-0.0007657326059415936,0.044590309262275696
0.4,-0.0011982209980487823,-0.008467665873467922,0.25720489025115967,-0.003535604104399681,-0.0007657326059415936,0.044590309262275696
0.5,0.004245548974722624,-0.009145494550466537,0.2989926040172577,-0.003535604104399681,-0.0007657326059415936,0.044590309262275696
0.6,0.0005069897742941976,-0.006505841854959726,0.3303883969783783,-0.003535604104399681,-0.0007657326059415936,0.044590309262275696
0.7,-0.0070196096785366535,-0.004302718210965395,0.35509780049324036,-0.003535604104399681,-0.0007657326059415936,0.044590309262275696
0.8,-0.015421384014189243,-0.0035594638902693987,0.3748748302459717,-0.05960517376661301,0.03030340000987053,0.3683142066001892
0.9,-0.025277860462665558,-0.0023289837408810854,0.3856862187385559,-0.0731603279709816,0.033671021461486816,0.3888961672782898
1.0,-0.034085195511579514,-0.001737155020236969,0.40128687024116516,-0.0731603279709816,0.033671021461486816,0.3888961672782898
1.1,-0.04166254773736,-0.0003888811042997986,0.419462651014328,-0.08945747464895248,0.03771933168172836,0.4242044687271118
1.2,-0.044055476784706116,0.0013179273810237646,0.43635639548301697,-0.09194599837064743,0.03931731358170509,0.43333858251571655
1.3,-0.04406227543950081,0.00037513591814786196,0.44942933320999146,-0.09442991018295288,0.039854343980550766,0.45066624879837036
1.4,-0.04234566539525986,-0.0012454690877348185,0.4598613381385803,-0.09444396197795868,0.040478404611349106,0.45827051997184753
1.5,-0.03886185213923454,-0.021388815715909004,0.469694048166275,-0.09162873774766922,0.04005227982997894,0.4687596559524536
1.6,-0.03583788499236107,-0.024846775457262993,0.4781136214733124,-0.0872454047203064,0.03981912136077881,0.4786359965801239
